metric,lead,sum_oat,full,ratio,additive_ok
RMSE Z500,168,47.624542236328125,24.27977244059245,1.9614904691901651,False
RMSE T850,168,0.164444367090861,0.09186507264773051,1.7900640836746078,False
RMSE Q700,168,1.8560026849930484e-05,1.938477362273261e-05,0.9574538868055213,True
RMSE U500,168,0.34806450208028156,0.1715748111406962,2.0286456955202987,False
RMSE T2M,168,0.10950707395871481,0.09489439676205318,1.1539888306925306,True
SpecDiv> Z500,168,0.0011100740327189367,0.0009740629975567572,1.1396326885461578,True
SpecDiv< Z500,168,0.0010236676413721095,0.0008313071327089953,1.2313952341973364,False
SpecResLog Z500,168,-0.27114968607135315,0.3309372596542351,-0.8193386455023278,False
SpecDivW1 Z500,168,0.01760799764921715,0.014774103525668977,1.191814963163381,True
|RQE| Z500,168,0.00250927999150008,0.0023944091808516532,1.0479745949719292,True
SpecDiv> T850,168,0.0003970636656352629,0.0008501808454942269,0.4670343583246009,False
SpecDiv< T850,168,0.0005136320057014624,0.0008866272449571019,0.5793099734108822,False
SpecRes T850,168,5.654852429870516e-05,7.43930134679734e-05,0.7601321906801047,False
SpecResLog T850,168,-0.06752306421069128,-0.059043019404808626,1.1436248500054185,True
SpecDivW1 T850,168,-0.02029893712858917,-0.01377142868550277,1.4739891983725648,False
|RQE| T850,168,0.0037077699283448355,0.0030796165447100066,1.203971297892212,False
SpecDiv> Q700,168,-0.0008636003670593103,-0.0009290120797231793,0.9295900299990072,True
SpecResLog Q700,168,-0.0232973298533857,-0.03792580694744443,0.6142869915904468,False
SpecDivW1 Q700,168,0.006456405022788452,-0.22452955564952762,-0.028755256759454756,False
|RQE| Q700,168,0.05824225830535094,0.05645659829800328,1.031628898325084,True
Vag/Vg 850hPa,168,0.05334132413069407,0.04539348122974237,1.1750877589829831,True
|Vag| 850hPa,168,0.67275470495224,0.5535487035910288,1.2153487138311185,False
Vag/Vg 500hPa,168,0.08383143941561381,0.07135328929871321,1.174878414709967,True
|Vag| 500hPa,168,1.5442622502644856,1.3314043780167897,1.159874697546632,True
Vag/Vg 250hPa,168,0.07239877432584763,0.06442000375439723,1.1238554813171022,True
|Vag| 250hPa,168,2.181114435195923,1.955724875132243,1.1152460465833363,True
div/vort 850hPa,168,0.024648758272329967,0.023475875457127888,1.0499611960092403,True
div/vort 500hPa,168,0.04592904821038246,0.042948800760010876,1.0693907023626712,True
div/vort 250hPa,168,0.045353772739569344,0.04445011696467797,1.020329660225854,True
HypsRel 600-500,168,0.00034266834904188835,0.0002551781385834197,1.3428593489401421,False
LapseW1 mean,168,0.0031883136058847117,0.03598979588908454,0.08858937726989737,False
|DryAir Md err|,168,156909471880533.34,171626893148160.0,0.9142475809142476,True
neg-q fraction,168,0.006337640024867142,0.00523166083507931,1.2114011639233233,False
|neg-q mass|,168,46373081045.333336,29550954249.333332,1.569258327635207,False
DKE<1000km 500hPa,168,0.0387901117404302,0.02742090697089831,1.4146181153525657,False
DKEpert<1000km 500hPa,168,3.3435183945888034,0.9340578690171242,3.5795623649175705,False
