layer,group,C,tensor_max,outlier_ratio,kurtosis,frac_outlier_ch
backbone.encoder_layers.2.blocks.4.mlp.fc2,encoder/mlp,8192,8.812,3.337,110.5,0
backbone.decoder_layers.2.blocks.3.mlp.fc2,decoder/mlp,2048,14.06,3.333,227.8,0
backbone.decoder_layers.0.blocks.4.attn.proj,decoder/attn,2048,12.31,3.325,7.889,0
backbone.decoder_layers.1.blocks.9.attn.proj,decoder/attn,1024,13.75,3.308,7.79,0
backbone.decoder_layers.0.upsample.lin1,decoder/misc,2048,6.371,3.267,8.848,0
backbone.encoder_layers.1.blocks.4.attn.proj,encoder/attn,1024,10,3.265,9.598,0
backbone.encoder_layers.2.blocks.4.attn.proj,encoder/attn,2048,8.188,3.235,10.89,0
backbone.decoder_layers.0.blocks.5.mlp.fc2,decoder/mlp,8192,10.5,3.231,36.67,0
backbone.decoder_layers.1.blocks.1.mlp.fc2,decoder/mlp,4096,5,3.216,31.8,0
backbone.encoder_layers.1.blocks.1.attn.proj,encoder/attn,1024,13.75,3.188,9.244,0
backbone.decoder_layers.1.blocks.8.mlp.fc1,decoder/mlp,1024,8.086,3.185,14.81,0
backbone.decoder_layers.0.blocks.4.mlp.fc2,decoder/mlp,8192,10.44,3.181,35.88,0
backbone.decoder_layers.1.blocks.8.attn.qkv,decoder/attn,1024,7.408,3.16,15.08,0
backbone.decoder_layers.2.blocks.1.attn.proj,decoder/attn,512,37.75,3.13,8.991,0
backbone.decoder_layers.1.blocks.1.attn.proj,decoder/attn,1024,6.438,3.121,13.19,0
backbone.decoder_layers.0.blocks.3.mlp.fc2,decoder/mlp,8192,9.812,3.094,39.8,0
backbone.encoder_layers.2.blocks.7.mlp.fc2,encoder/mlp,8192,8.25,3.07,87.54,0
backbone.encoder_layers.2.blocks.5.attn.proj,encoder/attn,2048,7.969,3.054,9.934,0
backbone.decoder_layers.0.blocks.1.mlp.fc2,decoder/mlp,8192,9,2.924,71.05,0
backbone.encoder_layers.2.blocks.7.attn.proj,encoder/attn,2048,7.75,2.918,11.35,0
backbone.decoder_layers.1.blocks.9.attn.qkv,decoder/attn,1024,8.088,2.916,15.03,0
backbone.decoder_layers.0.blocks.2.mlp.fc2,decoder/mlp,8192,8.938,2.904,39.66,0
backbone.decoder_layers.1.blocks.4.attn.proj,decoder/attn,1024,7.438,2.902,9.155,0
backbone.decoder_layers.0.blocks.0.mlp.fc2,decoder/mlp,8192,8.625,2.86,38.95,0
backbone.encoder_layers.2.blocks.3.attn.proj,encoder/attn,2048,7.344,2.848,8.664,0
backbone.encoder_layers.2.blocks.6.attn.proj,encoder/attn,2048,7.406,2.838,9.008,0
backbone.encoder_layers.2.blocks.0.attn.proj,encoder/attn,2048,7.281,2.79,7.664,0
backbone.decoder_layers.1.blocks.6.attn.proj,decoder/attn,1024,10.12,2.757,8.345,0
backbone.decoder_layers.1.blocks.0.attn.proj,decoder/attn,1024,6.375,2.757,10.35,0
backbone.decoder_layers.1.blocks.9.mlp.fc1,decoder/mlp,1024,8.088,2.738,14.08,0
backbone.encoder_layers.0.blocks.5.attn.proj,encoder/attn,512,9.25,2.728,17.83,0
backbone.decoder_layers.1.blocks.3.mlp.fc2,decoder/mlp,4096,4.75,2.69,23.74,0
backbone.decoder_layers.1.blocks.2.attn.proj,decoder/attn,1024,5.594,2.672,10.49,0
backbone.encoder_layers.2.blocks.1.attn.proj,encoder/attn,2048,7.062,2.628,7.01,0
backbone.decoder_layers.1.blocks.3.attn.proj,decoder/attn,1024,5.812,2.566,11.63,0
backbone.decoder_layers.0.blocks.6.mlp.fc2,decoder/mlp,8192,8.562,2.561,43.69,0
backbone.decoder_layers.1.upsample.lin1,decoder/misc,1024,8.083,2.55,13.24,0
backbone.decoder_layers.0.blocks.5.attn.proj,decoder/attn,2048,11.06,2.547,6.429,0
backbone.decoder_layers.1.blocks.2.mlp.fc2,decoder/mlp,4096,4.312,2.544,18.19,0
backbone.encoder_layers.1.blocks.6.attn.proj,encoder/attn,1024,8.938,2.52,6.779,0
backbone.decoder_layers.0.blocks.3.attn.proj,decoder/attn,2048,9.188,2.513,6.804,0
backbone.decoder_layers.1.blocks.8.attn.proj,decoder/attn,1024,11.44,2.49,8.497,0
backbone.decoder_layers.1.blocks.5.attn.proj,decoder/attn,1024,7.344,2.474,8.975,0
backbone.decoder_layers.1.upsample.lin2,decoder/misc,512,7.073,2.466,5.39,0
backbone.decoder_layers.1.blocks.7.attn.proj,decoder/attn,1024,10.31,2.463,7.347,0
backbone.decoder_layers.0.blocks.6.attn.proj,decoder/attn,2048,10.69,2.408,6.938,0
decoder.level_decoder.layers.0.0.to_out,decoder/misc,1024,87.37,2.398,4.68,0
backbone.decoder_layers.1.blocks.4.mlp.fc2,decoder/mlp,4096,4.531,2.387,32.33,0
backbone.encoder_layers.1.blocks.8.attn.proj,encoder/attn,1024,11.25,2.368,6.908,0
backbone.encoder_layers.1.blocks.7.attn.proj,encoder/attn,1024,10.38,2.338,6.731,0
backbone.encoder_layers.1.blocks.9.attn.proj,encoder/attn,1024,12.75,2.292,8.225,0
backbone.decoder_layers.2.blocks.4.attn.proj,decoder/attn,512,43,2.248,8.022,0
backbone.decoder_layers.2.blocks.3.attn.proj,decoder/attn,512,30,2.233,7.89,0
backbone.decoder_layers.0.blocks.7.attn.proj,decoder/attn,2048,10.38,2.156,6.406,0
backbone.decoder_layers.2.blocks.0.attn.proj,decoder/attn,512,42.25,2.153,6.805,0
backbone.encoder_layers.1.blocks.3.attn.proj,encoder/attn,1024,6.812,2.148,6.805,0
backbone.decoder_layers.2.blocks.5.attn.proj,decoder/attn,512,31.12,2.137,7.43,0
encoder.level_agg.layers.0.0.to_kv,encoder/misc,512,26.76,2.118,5.034,0
backbone.encoder_layers.1.blocks.5.attn.proj,encoder/attn,1024,7.5,2.06,6.477,0
encoder.lead_time_embed,encoder/misc,512,1,1.42,1.541,0
backbone.time_mlp.0,backbone/mlp,512,1,1.42,1.541,0
encoder.absolute_time_embed,encoder/misc,512,1,1.179,1.502,0
encoder.atmos_levels_embed,encoder/misc,512,1,1.004,1.556,0
decoder.atmos_levels_embed,decoder/misc,1024,1,1.004,1.567,0
encoder.pos_embed,encoder/misc,512,1,1,1.501,0
encoder.scale_embed,encoder/misc,512,1,1,1.698,0
