card,scheme,metric,block,order,lead,fp32_mean,quant_mean,pct_diff,sigma,floor_measured,at_floor
rmse,W8,Q 700,HUMIDITY,13,24,0.0004653732107469364,0.00046537242792130644,-0.00016821458817795296,0.0,False,False
rmse,W8,Q 850,HUMIDITY,14,24,0.0005638050738960304,0.0005645110448788661,0.12521543624240616,0.0,False,False
rmse,W8,U 50,U-WIND,15,24,1.7717705111029343,1.7762183150308206,0.2510372477707384,0.0,False,False
rmse,W8,U 250,U-WIND,16,24,2.005566720724004,2.018454972075586,0.6426239136501717,0.0,False,False
rmse,W8,U 500,U-WIND,17,24,1.4320900049108682,1.4335447161156136,0.10157959344433275,0.0,False,False
rmse,W8,U 700,U-WIND,18,24,1.1851816373483401,1.1851215324197202,-0.0050713685333869515,0.0,False,False
rmse,W8,U 850,U-WIND,19,24,1.071821005656524,1.0738056236998348,0.18516319729105296,0.0,False,False
rmse,W8,V 50,V-WIND,20,24,1.7442483805977416,1.7473289917206045,0.17661539245960195,0.0,False,False
rmse,W8,V 250,V-WIND,21,24,2.0959009744684565,2.0981838657771057,0.10892171607621838,0.0,False,False
rmse,W8,V 500,V-WIND,22,24,1.5025376384168188,1.5039366956551294,0.09311295787470807,0.0,False,False
rmse,W8,V 700,V-WIND,23,24,1.2025345508495229,1.2026495698166964,0.009564712056898513,0.0,False,False
rmse,W8,V 850,V-WIND,24,24,1.084938903540034,1.0858499138683935,0.0839688138554955,0.0,False,False
rmse,W8,T2M,SURFACE,25,24,0.6141011454893194,0.614743066030462,0.10453009994488167,0.0,False,False
rmse,W8,U10,SURFACE,26,24,0.7069913775614691,0.7073963951979443,0.05728749307694969,0.0,False,False
rmse,W8,V10,SURFACE,27,24,0.7277620177165643,0.7283555386558261,0.08155426153236639,0.0,False,False
rmse,W8,MSLP,SURFACE,28,24,56.408929251946546,56.501772094103316,0.16458891063521897,0.0,False,False
rmse,W8,Z 50,GEOPOTENTIAL,0,72,223.85312808468512,225.90881518491497,0.9183195775813177,0.0,False,False
rmse,W8,Z 250,GEOPOTENTIAL,1,72,178.53456875672947,178.24646309393245,-0.16137248086088812,0.0,False,False
rmse,W8,Z 500,GEOPOTENTIAL,2,72,141.37038254411436,141.4593846899145,0.06295671285486544,0.0,False,False
rmse,W8,Z 700,GEOPOTENTIAL,3,72,113.28761803145865,113.20827895729705,-0.0700333147966476,0.0,False,False
rmse,W8,Z 850,GEOPOTENTIAL,4,72,114.08294628948242,114.29242581980043,0.18362037195853767,0.0,False,False
rmse,W8,T 50,TEMPERATURE,5,72,1.345847601611094,1.3550773507851956,0.6857945255504992,0.0,False,False
rmse,W8,T 250,TEMPERATURE,6,72,1.0090041194208688,1.0107604987221666,0.1740705778590767,0.0,False,False
rmse,W8,T 500,TEMPERATURE,7,72,0.8712516555044179,0.8730406405996216,0.20533505834981833,0.0,False,False
rmse,W8,T 700,TEMPERATURE,8,72,0.8726037173308453,0.875203499999932,0.2979339438340909,0.0,False,False
rmse,W8,T 850,TEMPERATURE,9,72,1.0007906255739705,1.0006654918949063,-0.012503482333522754,0.0,False,False
rmse,W8,Q 50,HUMIDITY,10,72,5.070317030870964e-08,5.1044360277896706e-08,0.6729164411410665,0.0,False,False
rmse,W8,Q 250,HUMIDITY,11,72,3.264792970084785e-05,3.2666503787086025e-05,0.05689207986040429,0.0,False,False
rmse,W8,Q 500,HUMIDITY,12,72,0.00040829971317248834,0.00040886645932802204,0.13880640550297857,0.0,False,False
rmse,W8,Q 700,HUMIDITY,13,72,0.0007492909642413027,0.0007491076366840265,-0.024466804756121383,0.0,False,False
rmse,W8,Q 850,HUMIDITY,14,72,0.0008731510125402573,0.0008744268420677913,0.14611785466780358,0.0,False,False
rmse,W8,U 50,U-WIND,15,72,2.4658944869984265,2.4732072419238977,0.29655587309303627,0.0,False,False
rmse,W8,U 250,U-WIND,16,72,3.752571599951717,3.796597991965117,1.1732325644090724,0.0,False,False
rmse,W8,U 500,U-WIND,17,72,2.6907658317102885,2.696746456301041,0.22226477385254959,0.0,False,False
rmse,W8,U 700,U-WIND,18,72,2.1389154723341077,2.136393750413766,-0.11789722188460762,0.0,False,False
rmse,W8,U 850,U-WIND,19,72,1.984609305929492,1.9907438603047072,0.3091063997778662,0.0,False,False
rmse,W8,V 50,V-WIND,20,72,2.2201670312672492,2.225686028681023,0.24858478375942367,0.0,False,False
rmse,W8,V 250,V-WIND,21,72,3.897961851702542,3.8999062241363602,0.04988177175128432,0.0,False,False
rmse,W8,V 500,V-WIND,22,72,2.834205888558651,2.835656265730595,0.05117402295292207,0.0,False,False
rmse,W8,V 700,V-WIND,23,72,2.194968280206089,2.191269611816051,-0.1685066897500081,0.0,False,False
rmse,W8,V 850,V-WIND,24,72,2.031848141073944,2.0310292615287153,-0.04030220215158568,0.0,False,False
rmse,W8,T2M,SURFACE,25,72,0.9036628713821357,0.9044914347606618,0.09168943471793095,0.0,False,False
rmse,W8,U10,SURFACE,26,72,1.3594478828153806,1.3595498289909194,0.007499086712142746,0.0,False,False
rmse,W8,V10,SURFACE,27,72,1.421280092316985,1.4204847293155278,-0.05596103159093771,0.0,False,False
rmse,W8,MSLP,SURFACE,28,72,149.5880058631787,149.6556667916195,0.045231519766824074,0.0,False,False
rmse,W8,Z 50,GEOPOTENTIAL,0,120,327.9400291671898,333.1130794934324,1.5774379051498169,0.0,False,False
rmse,W8,Z 250,GEOPOTENTIAL,1,120,386.66228204721216,385.6853610073804,-0.25265485804806165,0.0,False,False
rmse,W8,Z 500,GEOPOTENTIAL,2,120,297.1992938010881,297.22897795958386,0.009987964007615651,0.0,False,False
rmse,W8,Z 700,GEOPOTENTIAL,3,120,230.93411000911323,230.9193179214176,-0.006405328210308724,0.0,False,False
rmse,W8,Z 850,GEOPOTENTIAL,4,120,225.36234002804193,225.72369263419804,0.16034294199783078,0.0,False,False
rmse,W8,T 50,TEMPERATURE,5,120,1.5974590555083956,1.6180824553275348,1.291012733504818,0.0,False,False
rmse,W8,T 250,TEMPERATURE,6,120,1.5904307371276347,1.5938626019833266,0.21578210075906626,0.0,False,False
rmse,W8,T 500,TEMPERATURE,7,120,1.4751266176350337,1.4769512471323698,0.1236930766161201,0.0,False,False
rmse,W8,T 700,TEMPERATURE,8,120,1.4729339128333738,1.4750791772735588,0.1456456682471407,0.0,False,False
rmse,W8,T 850,TEMPERATURE,9,120,1.6138719931665446,1.611283050931015,-0.16041806577545997,0.0,False,False
rmse,W8,Q 50,HUMIDITY,10,120,6.315395213919795e-08,6.353217234352533e-08,0.5988860419910816,0.0,False,False
rmse,W8,Q 250,HUMIDITY,11,120,3.8513448626662636e-05,3.853979780438685e-05,0.06841552409298356,0.0,False,False
rmse,W8,Q 500,HUMIDITY,12,120,0.0005178109358779471,0.0005182247670835544,0.07991936379358634,0.0,False,False
rmse,W8,Q 700,HUMIDITY,13,120,0.0009838760755593553,0.0009836853504773932,-0.019385071626389652,0.0,False,False
rmse,W8,Q 850,HUMIDITY,14,120,0.0011303856292557992,0.001132189156553152,0.159549736892901,0.0,False,False
rmse,W8,U 50,U-WIND,15,120,2.9665208048054117,2.9786370702929963,0.40843352481997386,0.0,False,False
rmse,W8,U 250,U-WIND,16,120,5.980561128926917,6.0426916034847125,1.0388736645008343,0.0,False,False
rmse,W8,U 500,U-WIND,17,120,4.226721002708296,4.233823647506055,0.16804148637224564,0.0,False,False
rmse,W8,U 700,U-WIND,18,120,3.2917526328908817,3.2889208699593393,-0.08602599427574557,0.0,False,False
rmse,W8,U 850,U-WIND,19,120,3.0929176011668686,3.103102659417657,0.3293026056350805,0.0,False,False
rmse,W8,V 50,V-WIND,20,120,2.6729022425314564,2.689900332861558,0.635941339702836,0.0,False,False
rmse,W8,V 250,V-WIND,21,120,6.359058147904259,6.3598616983661405,0.012636312535474545,0.0,False,False
rmse,W8,V 500,V-WIND,22,120,4.518226874424861,4.519311216079359,0.023999274154114722,0.0,False,False
rmse,W8,V 700,V-WIND,23,120,3.4165260674915365,3.4120328186011775,-0.13151513559672848,0.0,False,False
rmse,W8,V 850,V-WIND,24,120,3.163425567498881,3.1638669813085167,0.013953665108194792,0.0,False,False
rmse,W8,T2M,SURFACE,25,120,1.3100018348978641,1.3092272182369207,-0.05913095999624048,0.0,False,False
rmse,W8,U10,SURFACE,26,120,2.153504032980011,2.1540821353552024,0.026844731485894956,0.0,False,False
rmse,W8,V10,SURFACE,27,120,2.2813153571456968,2.281898798217936,0.025574766347489127,0.0,False,False
rmse,W8,MSLP,SURFACE,28,120,294.1491964766043,294.1427587611712,-0.0021885884816979814,0.0,False,False
rmse,W8,Z 50,GEOPOTENTIAL,0,168,487.2494026101496,495.68119025084087,1.730487014560296,0.0,False,False
rmse,W8,Z 250,GEOPOTENTIAL,1,168,640.6684612210171,638.307715737391,-0.36848161358322673,0.0,False,False
rmse,W8,Z 500,GEOPOTENTIAL,2,168,477.04575747420046,476.5487541438576,-0.10418357622009508,0.0,False,False
rmse,W8,Z 700,GEOPOTENTIAL,3,168,368.5874963110032,367.96271330041577,-0.1695073807007913,0.0,False,False
rmse,W8,Z 850,GEOPOTENTIAL,4,168,351.9858701524251,351.76556590944796,-0.06258894508513496,0.0,False,False
rmse,W8,T 50,TEMPERATURE,5,168,1.9409949071593897,1.9768019855571495,1.8447796161486463,0.0,False,False
rmse,W8,T 250,TEMPERATURE,6,168,2.1275180877341824,2.131553072404562,0.18965689145689238,0.0,False,False
rmse,W8,T 500,TEMPERATURE,7,168,2.1189685370647258,2.119048063206319,0.0037530591041010533,0.0,False,False
rmse,W8,T 700,TEMPERATURE,8,168,2.1499551400086325,2.151924128011622,0.0915827482326671,0.0,False,False
rmse,W8,T 850,TEMPERATURE,9,168,2.35859095132945,2.3522817323432577,-0.26749949933607253,0.0,False,False
rmse,W8,Q 50,HUMIDITY,10,168,7.690846548943105e-08,7.753229508122519e-08,0.8111325428536381,0.0,False,False
rmse,W8,Q 250,HUMIDITY,11,168,4.424057173915023e-05,4.4288628043264855e-05,0.1086249617160798,0.0,False,False
rmse,W8,Q 500,HUMIDITY,12,168,0.0006207338232777999,0.0006213692177526428,0.10236182579639062,0.0,False,False
rmse,W8,Q 700,HUMIDITY,13,168,0.0011939742757268242,0.0011938478470316593,-0.010588896070473548,0.0,False,False
rmse,W8,Q 850,HUMIDITY,14,168,0.0013556027775970074,0.001356839163955788,0.09120565251218352,0.0,False,False
rmse,W8,U 50,U-WIND,15,168,3.6911371385777745,3.707771628992045,0.4506603192933587,0.0,False,False
rmse,W8,U 250,U-WIND,16,168,8.362173059478774,8.422804424419558,0.7250670909286752,0.0,False,False
rmse,W8,U 500,U-WIND,17,168,5.764363744000702,5.76845451794397,0.07096661704468077,0.0,False,False
rmse,W8,U 700,U-WIND,18,168,4.462599153978473,4.453219267417055,-0.21018886612423812,0.0,False,False
rmse,W8,U 850,U-WIND,19,168,4.174045007652533,4.178892446202852,0.1161328768959473,0.0,False,False
rmse,W8,V 50,V-WIND,20,168,3.340340759688218,3.3609125125974595,0.6158579135848897,0.0,False,False
rmse,W8,V 250,V-WIND,21,168,9.186497395190157,9.179311804302783,-0.07821904887423768,0.0,False,False
rmse,W8,V 500,V-WIND,22,168,6.2280874431824,6.224799070947185,-0.052799069782076345,0.0,False,False
rmse,W8,V 700,V-WIND,23,168,4.666901557194336,4.65554475569113,-0.2433477836209961,0.0,False,False
rmse,W8,V 850,V-WIND,24,168,4.287314639272843,4.282469908105684,-0.11300153067330765,0.0,False,False
rmse,W8,T2M,SURFACE,25,168,1.782893884362936,1.781094835605552,-0.10090610401228958,0.0,False,False
rmse,W8,U10,SURFACE,26,168,2.9131332894443016,2.908037470904715,-0.17492569111242715,0.0,False,False
rmse,W8,V10,SURFACE,27,168,3.064912866059477,3.0626600215715514,-0.07350435677547296,0.0,False,False
rmse,W8,MSLP,SURFACE,28,168,456.9132836501472,455.9271135364963,-0.21583310202161388,0.0,False,False
physics,W8,RMSE Z500,RMSE,0,24,47.394000417207764,47.54419319774156,0.316902517642862,8.312793488198138e-05,True,False
physics,W8,RMSE T850,RMSE,1,24,0.5732426877188003,0.573997492764738,0.1316728607461953,4.3245072060442985e-07,True,False
physics,W8,RMSE Q700,RMSE,2,24,0.0004653732107469364,0.00046537242792130644,-0.00016821458817795296,4.6231744295739106e-10,True,True
physics,W8,|Vag| 50hPa,BALANCE,3,24,2.565356510877609,2.572872531414032,0.2929815214592475,0.0,False,False
physics,W8,|Vag| 250hPa,BALANCE,4,24,5.286162281036377,5.301799571514129,0.2958155585546309,2.1254762690118018e-05,True,False
physics,W8,|Vag| 500hPa,BALANCE,5,24,2.5928920030593874,2.6024631798267364,0.36913133119527614,1.02063442798371e-05,True,False
physics,W8,|Vag| 850hPa,BALANCE,6,24,2.6449722170829775,2.65301593542099,0.3041135285301215,1.3016639871800198e-06,True,False
physics,W8,Vag/Vg 50hPa,BALANCE,7,24,0.1785370036959648,0.1790036864578724,0.26139273777794236,0.0,False,False
physics,W8,Vag/Vg 250hPa,BALANCE,8,24,0.20059208571910858,0.20123440772294998,0.32021303409789115,7.827865316512737e-07,True,False
physics,W8,Vag/Vg 500hPa,BALANCE,9,24,0.16025833338499068,0.16083309724926947,0.3586483474141907,5.816525601326151e-07,True,False
physics,W8,Vag/Vg 850hPa,BALANCE,10,24,0.27441602647304536,0.2751399531960487,0.26380628431498454,1.34681133513755e-07,True,False
physics,W8,HypsRel 600-500,BALANCE,11,24,0.0018897587820625942,0.0018922071279921765,0.1295586480571857,9.871793043194891e-09,True,False
physics,W8,|DryAir Md err|,CONSERVATION,12,24,17387932035712.0,17878213326182.4,2.81966417549505,249942987.7106383,True,False
physics,W8,neg-q fraction,CONSERVATION,13,24,0.0022372906965756555,0.0024348920305783395,8.832170727975935,1.798071799443123e-07,True,False
physics,W8,|neg-q mass|,CONSERVATION,14,24,110774068403.2,113274913100.8,2.2576084219434183,1146309.1744680852,True,False
physics,W8,SpecDivW1 Z500,SPECTRAL,15,24,0.01174367938842653,0.011524067444930966,-1.8700437591304935,1.5141757831036094e-07,True,False
physics,W8,SpecDivW1 T850,SPECTRAL,16,24,0.034571250479333314,0.03436827100216622,-0.5871337436533791,3.8565798627728224e-07,True,False
physics,W8,SpecDivW1 Q700,SPECTRAL,17,24,0.5580128893642261,0.5481437906788932,-1.7686148247538356,2.4855429457472876e-06,True,False
physics,W8,SpecResLog Z500,SPECTRAL,18,24,0.1488671420164445,0.1445037418026415,-2.931070049911345,2.7205748261717366e-06,True,False
physics,W8,SpecResLog T850,SPECTRAL,19,24,0.11019972140014751,0.10934936018274617,-0.7716545982122625,5.298487113893464e-07,True,False
physics,W8,SpecResLog Q700,SPECTRAL,20,24,0.15960012144505045,0.1574280110472454,-1.3609703915876348,8.175958987881167e-07,True,False
physics,W8,|RQE| Z500,EXTREMES,21,24,0.0009112445634855248,0.0009590594211658753,5.247203615400235,2.898171821490247e-07,True,False
physics,W8,|RQE| T850,EXTREMES,22,24,0.001539781979226973,0.001558192661832436,1.1956681435319714,2.234275675715601e-07,True,False
physics,W8,|RQE| Q700,EXTREMES,23,24,0.07520997626706957,0.07139671109616756,-5.070158721179701,3.1508148667660163e-06,True,False
physics,W8,RMSE Z500,RMSE,0,72,141.37038254411436,141.4593846899145,0.06295671285486544,0.00022573268159906915,True,False
physics,W8,RMSE T850,RMSE,1,72,1.0007906255739705,1.0006654918949063,-0.012503482333522754,8.134131735943732e-07,True,False
physics,W8,RMSE Q700,RMSE,2,72,0.0007492909642413027,0.0007491076366840265,-0.024466804756121383,6.469719587488378e-10,True,False
physics,W8,|Vag| 50hPa,BALANCE,3,72,3.079332035779953,3.098267561197281,0.6149231455818528,0.0,False,False
physics,W8,|Vag| 250hPa,BALANCE,4,72,5.346157348155975,5.4037792801857,1.0778196053208182,2.0327466599484707e-05,True,False
physics,W8,|Vag| 500hPa,BALANCE,5,72,2.5715263366699217,2.595892292261124,0.9475289147827898,9.827918194709939e-06,True,False
physics,W8,|Vag| 850hPa,BALANCE,6,72,2.596181744337082,2.6156277894973754,0.7490248016230081,1.8495194455410569e-06,True,False
physics,W8,Vag/Vg 50hPa,BALANCE,7,72,0.21255174688994885,0.21377609968185424,0.5760257489388264,0.0,False,False
physics,W8,Vag/Vg 250hPa,BALANCE,8,72,0.20418094024062156,0.20648629926145076,1.1290765034740289,7.221673397307701e-07,True,False
physics,W8,Vag/Vg 500hPa,BALANCE,9,72,0.16148294247686862,0.16301873028278352,0.9510526513565931,5.726484542197369e-07,True,False
physics,W8,Vag/Vg 850hPa,BALANCE,10,72,0.2766478732228279,0.2784144520759583,0.6385658536067833,1.3366658636864196e-07,True,False
physics,W8,HypsRel 600-500,BALANCE,11,72,0.0021452943449796224,0.002179429611735774,1.5911693813035217,8.306551877830333e-09,True,False
physics,W8,|DryAir Md err|,CONSERVATION,12,72,42829604144947.2,51457569245516.8,20.1448630516644,415583942.2638297,True,False
physics,W8,neg-q fraction,CONSERVATION,13,72,0.003831012579757953,0.004230205977728474,10.420049260076876,2.2975034377676376e-07,True,False
physics,W8,|neg-q mass|,CONSERVATION,14,72,256375649689.6,260099090803.2,1.45233805086718,525926.4,True,False
physics,W8,SpecDivW1 Z500,SPECTRAL,15,72,0.04734305516816376,0.04656374191876066,-1.6460983488179315,2.33399840126877e-07,True,False
physics,W8,SpecDivW1 T850,SPECTRAL,16,72,0.13077276279079944,0.12990513287638789,-0.6634637793800572,3.9740140702118675e-07,True,False
physics,W8,SpecDivW1 Q700,SPECTRAL,17,72,1.5847931131531516,1.5871934446335485,0.15146024174859618,3.968573588510551e-06,True,False
physics,W8,SpecResLog Z500,SPECTRAL,18,72,0.5251080348901255,0.5181585274476446,-1.3234433641707717,4.040530647911618e-06,True,False
physics,W8,SpecResLog T850,SPECTRAL,19,72,0.29112383586683566,0.2899553604193376,-0.4013671515487034,1.0364740602642155e-06,True,False
physics,W8,SpecResLog Q700,SPECTRAL,20,72,0.4695301406040895,0.46954811345639824,0.0038278378222179246,1.6904693037880838e-06,True,False
physics,W8,|RQE| Z500,EXTREMES,21,72,0.002052200911384716,0.0021706653009459843,5.772553208805211,2.409237377504085e-07,True,False
physics,W8,|RQE| T850,EXTREMES,22,72,0.001675813118708902,0.0017389452004863415,3.7672507198224077,3.0993207783854386e-07,True,False
physics,W8,|RQE| Q700,EXTREMES,23,72,0.1477331225760281,0.1417181059718132,-4.071542318561225,3.928294841279375e-06,True,False
physics,W8,RMSE Z500,RMSE,0,120,297.1992938010881,297.22897795958386,0.009987964007615651,0.0007873535156249999,True,False
physics,W8,RMSE T850,RMSE,1,120,1.6138719931665446,1.611283050931015,-0.16041806577545997,2.256352850731383e-06,True,False
physics,W8,RMSE Q700,RMSE,2,120,0.0009838760755593553,0.0009836853504773932,-0.019385071626389652,1.2325162583209099e-09,True,False
physics,W8,|Vag| 50hPa,BALANCE,3,120,3.6825262308120728,3.714797204732895,0.8763270618633399,0.0,False,False
physics,W8,|Vag| 250hPa,BALANCE,4,120,5.351528131961823,5.454011881351471,1.9150371045901389,2.100518409242021e-05,True,False
physics,W8,|Vag| 500hPa,BALANCE,5,120,2.5819884300231934,2.6221460342407226,1.5552976051549694,9.123822476001495e-06,True,False
physics,W8,|Vag| 850hPa,BALANCE,6,120,2.5783519625663756,2.607113415002823,1.1154975291976577,2.42273858252992e-06,True,False
physics,W8,Vag/Vg 50hPa,BALANCE,7,120,0.25039272867143153,0.2523943394422531,0.799388537136036,0.0,False,False
physics,W8,Vag/Vg 250hPa,BALANCE,8,120,0.20757332742214202,0.21172623410820962,2.000693797051215,7.750506096697867e-07,True,False
physics,W8,Vag/Vg 500hPa,BALANCE,9,120,0.16644311137497425,0.16911421455442904,1.604814496309884,5.431631778148894e-07,True,False
physics,W8,Vag/Vg 850hPa,BALANCE,10,120,0.2863327294588089,0.2892634615302086,1.0235407167525077,1.6778073412306761e-07,True,False
physics,W8,HypsRel 600-500,BALANCE,11,120,0.0024162212527233753,0.0025055883312503947,3.6986297685401066,6.268103164260551e-09,True,False
physics,W8,|DryAir Md err|,CONSERVATION,12,120,54298166793164.8,64275474369408.0,18.375035780211963,532388349.82127655,True,False
physics,W8,neg-q fraction,CONSERVATION,13,120,0.0055891772586619485,0.006108152166416403,9.285354243330923,1.498344453408363e-07,True,False
physics,W8,|neg-q mass|,CONSERVATION,14,120,395305019980.8,420940008601.6,6.484862909670381,796408.374468085,True,False
physics,W8,SpecDivW1 Z500,SPECTRAL,15,120,0.10668702309374327,0.10656602251274272,-0.1134164001316534,5.741047440145198e-07,True,False
physics,W8,SpecDivW1 T850,SPECTRAL,16,120,0.2363252797837613,0.23574895164223938,-0.2438707116095506,6.705656936959199e-07,True,False
physics,W8,SpecDivW1 Q700,SPECTRAL,17,120,2.514150654791609,2.5277676273087666,0.5416132279585465,3.89930534098122e-06,True,False
physics,W8,SpecResLog Z500,SPECTRAL,18,120,0.9803284959163312,0.977919368122334,-0.24574699236354447,5.819765256058809e-06,True,False
physics,W8,SpecResLog T850,SPECTRAL,19,120,0.526553650798614,0.5279002417040587,0.2557366952830534,1.4847145995831128e-06,True,False
physics,W8,SpecResLog Q700,SPECTRAL,20,120,0.853566316741545,0.8586698906344757,0.5979118192495445,1.7484622986846742e-06,True,False
physics,W8,|RQE| Z500,EXTREMES,21,120,0.003987607173621654,0.00415657179109985,4.237243292065242,3.4424790894573035e-07,True,False
physics,W8,|RQE| T850,EXTREMES,22,120,0.0022641459512669827,0.0023087186717020815,1.9686328264375623,3.2266809981554106e-07,True,False
physics,W8,|RQE| Q700,EXTREMES,23,120,0.23378538824617862,0.22823715005069972,-2.373218547617928,2.491030287235341e-06,True,False
physics,W8,RMSE Z500,RMSE,0,168,477.04575747420046,476.5487541438576,-0.10418357622009508,0.001286153590425532,True,False
physics,W8,RMSE T850,RMSE,1,168,2.35859095132945,2.3522817323432577,-0.26749949933607253,5.2857906260388965e-06,True,False
physics,W8,RMSE Q700,RMSE,2,168,0.0011939742757268242,0.0011938478470316593,-0.010588896070473548,1.1824824391527379e-09,True,False
physics,W8,|Vag| 50hPa,BALANCE,3,168,4.301926904916764,4.349597203731537,1.1081150346903763,0.0,False,False
physics,W8,|Vag| 250hPa,BALANCE,4,168,5.366492509841919,5.518997967243195,2.841808818731921,1.723715599547041e-05,True,False
physics,W8,|Vag| 500hPa,BALANCE,5,168,2.673031008243561,2.730985951423645,2.1681358353626545,7.949991429105718e-06,True,False
physics,W8,|Vag| 850hPa,BALANCE,6,168,2.5738034665584566,2.612075239419937,1.4869733978816715,3.2039398842669545e-06,True,False
physics,W8,Vag/Vg 50hPa,BALANCE,7,168,0.2880367342382669,0.2909822057932615,1.022602746411525,0.0,False,False
physics,W8,Vag/Vg 250hPa,BALANCE,8,168,0.2138738863170147,0.22027958892285823,2.9950840264569143,6.579338236058012e-07,True,False
physics,W8,Vag/Vg 500hPa,BALANCE,9,168,0.17948650047183037,0.18360194005072117,2.2928964396053257,4.781053421345163e-07,True,False
physics,W8,Vag/Vg 850hPa,BALANCE,10,168,0.3020104058086872,0.30641856640577314,1.459605534214057,2.3600902963191906e-07,True,False
physics,W8,HypsRel 600-500,BALANCE,11,168,0.0027178606795670844,0.002883828835059896,6.106573333230898,6.923083792782102e-09,True,False
physics,W8,|DryAir Md err|,CONSERVATION,12,168,61224813831244.8,65457137788697.6,6.912759210862521,677868757.5148935,True,False
physics,W8,neg-q fraction,CONSERVATION,13,168,0.008016498644428794,0.008756784608704039,9.23452990027909,2.597275368393735e-07,True,False
physics,W8,|neg-q mass|,CONSERVATION,14,168,640942483865.6,702610832588.8,9.621510552908113,1965300.0170212765,True,False
physics,W8,SpecDivW1 Z500,SPECTRAL,15,168,0.16761684603118007,0.1690543664092699,0.8576228536256001,8.364450910688876e-07,True,False
physics,W8,SpecDivW1 T850,SPECTRAL,16,168,0.34187072099182514,0.34179165546866763,-0.023127316351667686,7.763147107935637e-07,True,False
physics,W8,SpecDivW1 Q700,SPECTRAL,17,168,3.363326323142431,3.3876022143485955,0.7217822142064164,5.7984310562185e-06,True,False
physics,W8,SpecResLog Z500,SPECTRAL,18,168,1.3497551466967934,1.3505157624340018,0.056352127203949,7.900357517776777e-06,True,False
physics,W8,SpecResLog T850,SPECTRAL,19,168,0.7375037912703352,0.7421880749507735,0.6351538440730997,1.8566658550917109e-06,True,False
physics,W8,SpecResLog Q700,SPECTRAL,20,168,1.2646213667724404,1.2771211099205084,0.988417836080833,2.838551224112969e-06,True,False
physics,W8,|RQE| Z500,EXTREMES,21,168,0.006353857653448358,0.006552198590725311,3.121582951568166,2.823770046234131e-07,True,False
physics,W8,|RQE| T850,EXTREMES,22,168,0.0038568561161810067,0.003930372250761138,1.9061155605909867,3.5228242384309464e-07,True,False
physics,W8,|RQE| Q700,EXTREMES,23,168,0.2938850261271,0.2887998875230551,-1.7303156513478448,2.8692027355762237e-06,True,False
rmse,W8A8,Z 50,GEOPOTENTIAL,0,24,106.29970353535352,107.46175701240605,1.093185999964768,0.0,False,False
rmse,W8A8,Z 250,GEOPOTENTIAL,1,24,59.995694432772034,61.02471423520195,1.7151560827135337,0.0,False,False
rmse,W8A8,Z 500,GEOPOTENTIAL,2,24,47.394000417207764,48.13062278437819,1.554252354065841,0.0,False,False
rmse,W8A8,Z 700,GEOPOTENTIAL,3,24,40.864360714548354,41.307947518995775,1.0855102017771114,0.0,False,False
rmse,W8A8,Z 850,GEOPOTENTIAL,4,24,41.847382120425706,42.19261719272183,0.8249860679519492,0.0,False,False
rmse,W8A8,T 50,TEMPERATURE,5,24,0.9673628401260485,0.9803573977854952,1.3432971704550474,0.0,False,False
rmse,W8A8,T 250,TEMPERATURE,6,24,0.5126406125716787,0.5226129660637846,1.9452913498365372,0.0,False,False
rmse,W8A8,T 500,TEMPERATURE,7,24,0.44482274648980863,0.4561143396706138,2.538447790700806,0.0,False,False
rmse,W8A8,T 700,TEMPERATURE,8,24,0.4572515672197853,0.46696986674401125,2.1253726003206173,0.0,False,False
rmse,W8A8,T 850,TEMPERATURE,9,24,0.5732426877188003,0.5850973876939309,2.0680071859801723,0.0,False,False
rmse,W8A8,Q 50,HUMIDITY,10,24,3.11892961861767e-08,3.157038872702557e-08,1.2218696394238437,0.0,False,False
rmse,W8A8,Q 250,HUMIDITY,11,24,2.2681503640925814e-05,2.300011695007231e-05,1.4047274563032075,0.0,False,False
rmse,W8A8,Q 500,HUMIDITY,12,24,0.00025835183761210384,0.00026179337079753153,1.3321109759609675,0.0,False,False
rmse,W8A8,Q 700,HUMIDITY,13,24,0.0004653732107469364,0.0004717327856836884,1.3665537228807663,0.0,False,False
rmse,W8A8,Q 850,HUMIDITY,14,24,0.0005638050738960304,0.0005742856472957266,1.8589001562672882,0.0,False,False
rmse,W8A8,U 50,U-WIND,15,24,1.7717705111029343,1.7913689678355125,1.1061509721356684,0.0,False,False
rmse,W8A8,U 250,U-WIND,16,24,2.005566720724004,2.0481100530572824,2.1212623790406946,0.0,False,False
rmse,W8A8,U 500,U-WIND,17,24,1.4320900049108682,1.454718055995861,1.5800718535425515,0.0,False,False
rmse,W8A8,U 700,U-WIND,18,24,1.1851816373483401,1.202834020866387,1.4894243179080418,0.0,False,False
rmse,W8A8,U 850,U-WIND,19,24,1.071821005656524,1.0899425424595883,1.6907241701205757,0.0,False,False
rmse,W8A8,V 50,V-WIND,20,24,1.7442483805977416,1.7608789991198437,0.9534547205027606,0.0,False,False
rmse,W8A8,V 250,V-WIND,21,24,2.0959009744684565,2.13119734053122,1.684066494206148,0.0,False,False
rmse,W8A8,V 500,V-WIND,22,24,1.5025376384168188,1.5264812051129324,1.5935418909933128,0.0,False,False
rmse,W8A8,V 700,V-WIND,23,24,1.2025345508495229,1.219650228313492,1.4233002662483065,0.0,False,False
