pair,family,lead,physics,rmse,ratio
W8A8_span1|W8A8_rmse_span1,dry_air_mass,120,0.00624092304262046,0.039394470520977595,6.31228269471442
W8A8_span2|W8A8_rmse_span2,dry_air_mass,120,0.0033808385491278284,0.04266099051853798,12.618464294765996
W8A8_span3|W8A8_rmse_span3,dry_air_mass,120,0.0003628595759158121,0.0029261475048428095,8.064131964707228
W4W8_span1|W4W8_rmse_span1,dry_air_mass,120,0.04609805183562199,0.47387767309389256,10.279776568078447
W4W8_span2|W4W8_rmse_span2,dry_air_mass,120,0.015942599738500846,0.05968073012426348,3.7434754119892073
W4W8_span3|W4W8_rmse_span3,dry_air_mass,120,0.0016733313782280007,0.005093367520755949,3.0438486883271425
