metric,lead,sum_oat,full,ratio,additive_ok
RMSE Z500,120,26.526634216308594,20.884935696919758,1.2701324342703584,False
RMSE T850,120,0.06453883647918701,0.048414828876654305,1.3330386159912202,False
RMSE Q700,120,2.8260731293509405e-05,1.8485761150562514e-05,1.5287837521718408,False
RMSE U500,120,0.24404486020406085,0.1318735678990682,1.8505972356101335,False
RMSE MSLP,120,21.972078959147137,16.519756317138672,1.3300486119369612,False
RMSE T2M,120,0.08226772149403891,0.07133957991997401,1.1531848321271818,True
SpecDiv> Z500,120,0.00011046240979339927,0.0002225900073729766,0.49625951810274255,False
SpecDiv< Z500,120,9.392496334233631e-05,0.00020659506359758476,0.45463314421339523,False
SpecRes Z500,120,-2.819200259788583e-05,-3.0488277843687683e-05,0.9246833403455985,True
|RQE| Z500,120,0.00155319533466051,0.0011925880826311186,1.3023736839913833,False
SpecDiv> T850,120,0.00026737140918460983,0.00021465408159807944,1.2455920110815264,False
SpecDiv< T850,120,0.00029525535258774954,0.0002301070029110027,1.2831219773956377,False
SpecRes T850,120,3.126883408792006e-05,3.874172822785719e-05,0.8071099436766027,True
|RQE| T850,120,0.002091693653104206,0.0022939440423215274,0.911832901986293,True
|RQE| Q700,120,0.037250959003965065,0.04580346013729771,0.8132782740060209,True
Vag/Vg 850hPa,120,0.05175230155388515,0.045601517582933106,1.1348811245100765,True
|Vag| 850hPa,120,0.6292246182759603,0.5668601046005884,1.1100174684533746,True
Vag/Vg 500hPa,120,0.08292744432886441,0.07099180823812883,1.1681269485445378,True
|Vag| 500hPa,120,1.5297026832898457,1.3416005074977875,1.1402072932596654,True
Vag/Vg 250hPa,120,0.07071917752424876,0.06260510223607223,1.1296072524181793,True
|Vag| 250hPa,120,2.1649125019709268,1.946843832731247,1.1120113825122526,True
div/vort 850hPa,120,0.023162896434466045,0.023950697854161263,0.9671073709629575,True
div/vort 500hPa,120,0.051076860477526985,0.043479496923585735,1.1747343941741886,True
div/vort 250hPa,120,0.045742542793353394,0.042769464974602066,1.069514028770686,True
HypsRel 600-500,120,0.00037555625846999213,0.0002584300125296459,1.4532223049244717,False
|DryAir Md err|,120,133544849790293.33,135434635400533.33,0.986046511627907,True
neg-q fraction,120,0.005245788224594132,0.004331992931933352,1.2109410857817249,False
|neg-q mass|,120,42393267098.666664,28010118097.333332,1.5134983348286084,False
DKE<1000km 500hPa,120,0.038253188133239746,0.023926546176274616,1.5987760143656389,False
DKEpert<1000km 500hPa,120,1.2412230648139182,0.6943080810209116,1.787712254463209,False
