tag,floor,guide,lead,balance,conservation
W8A8_adaln_probe,W8A8,probe,24,0.12305902246799612,0.06767687070119503
W8A8_adaln_probe,W8A8,probe,72,0.3005301841866412,0.09218827020220467
W8A8_adaln_probe,W8A8,probe,120,0.43341861744187077,0.005863260784699384
W8A8_adaln_probe,W8A8,probe,168,0.5844876564830593,0.11524751247629092
