lead,knee_balance,probe_balance,delta_balance,pct_balance,knee_conservation,probe_conservation,delta_conservation,pct_conservation
24,0.12296343557018864,0.12305902246799612,9.558689780747587e-05,-0.0777360337764099,0.062479048267182515,0.06767687070119503,0.005197822434012518,-8.319304756027638
72,0.30083196761782366,0.3005301841866412,-0.0003017834311824785,0.10031627741299874,0.09329192796218418,0.09218827020220467,-0.0011036577599795039,1.1830152769775224
120,0.43568449334116516,0.43341861744187077,-0.0022658758992943895,0.5200726520969116,0.000438913327870778,0.005863260784699384,0.005424347456828606,-1235.858451403783
168,0.5841169210813648,0.5844876564830593,0.0003707354016945219,-0.06346938229561752,0.13174409250960945,0.11524751247629092,-0.016496580033318525,12.52168482022468
