metric,lead,sum_oat,full,ratio,additive_ok
RMSE Z500,72,228.8169148763021,199.43133083979288,1.1473468783102854,True
RMSE T850,72,1.3267881274223328,1.1393521030743916,1.1645110618940095,True
RMSE Q700,72,0.0005480341205839068,0.0003852639080529722,1.422490166165667,False
RMSE U500,72,2.971455732981364,2.0680300444364548,1.4368532705679793,False
RMSE MSLP,72,169.96402231852213,164.41136423746744,1.0337729578901536,True
RMSE T2M,72,1.196300854285558,1.1107953215638797,1.0769768570876728,True
SpecDiv> Z500,72,0.0027735620860767085,0.005522485260674633,0.5022307810990676,False
SpecDiv< Z500,72,0.003025988708638276,0.005361273983908177,0.5644159798064337,False
SpecRes Z500,72,4.47211011002461e-05,0.0006597218936500818,0.06778780806078007,False
SpecResLog Z500,72,7.367840085886974,1.1442233660051926,6.4391624090060215,False
SpecDivW1 Z500,72,0.19571634943900976,0.20931990413566268,0.9350106968908399,True
|RQE| Z500,72,0.015056887219543569,0.011193740123417228,1.3451167396717263,False
SpecDiv> T850,72,0.002210020727943629,0.0033380158917376925,0.6620761553034861,False
SpecDiv< T850,72,0.003993055708027289,0.0072798458592539346,0.5485082768547125,False
SpecRes T850,72,8.973846342996694e-05,0.0001923055281925675,0.4666452611809799,False
SpecResLog T850,72,0.10244127607655504,0.3466905900867317,0.2954832897279597,False
SpecDivW1 T850,72,0.14659983179598682,0.23806836156403952,0.6157888046646299,False
|RQE| T850,72,0.02369625053446119,0.02549378560433979,0.9294912455224927,True
SpecDiv> Q700,72,0.04243897499206165,0.04640433448366821,0.9145476487115197,True
SpecDiv< Q700,72,0.03938680929907908,0.03920500122088318,1.0046373695328201,True
SpecRes Q700,72,0.005085927977537115,0.0029382550207325644,1.7309348377354576,False
SpecResLog Q700,72,0.44751593604696127,0.4213352167959436,1.0621375052626973,True
SpecDivW1 Q700,72,4.701154415741281,2.997361845118468,1.5684307263060768,False
|RQE| Q700,72,0.13865005659560362,0.23204350549106798,0.5975175056168105,False
Vag/Vg 850hPa,72,0.5313887422283491,0.4021600770453612,1.3213363845870052,False
|Vag| 850hPa,72,9.217857758204142,7.737044846018155,1.1913925719259701,True
Vag/Vg 500hPa,72,0.725154181321462,0.5197953963652253,1.3950761903476823,False
|Vag| 500hPa,72,21.431445797284443,17.28416697184245,1.2399466999016098,False
Vag/Vg 250hPa,72,0.6251857553919157,0.4636220211784045,1.3484815794617755,False
|Vag| 250hPa,72,31.779126962025963,26.46269080042839,1.2009030828229874,False
div/vort 850hPa,72,0.21814560890197754,0.2246123564740022,0.9712092973265557,True
div/vort 500hPa,72,0.3115895700951417,0.25466277605543536,1.2235379466189218,False
div/vort 250hPa,72,0.39730141932765645,0.24837596776584783,1.5995968647909025,False
HypsRel 600-500,72,0.0013248460036530125,0.0013549264526238295,0.9777992016374277,True
LapseW1 mean,72,0.12444533687084913,0.10441663574116926,1.1918152312369799,True
|DryAir Md err|,72,638907881706837.4,-85887892673877.33,-7.438858514468596,False
neg-q fraction,72,0.05256418976314829,0.042010450576327685,1.2512169958197852,False
|neg-q mass|,72,10193143211923.334,9442881135439.334,1.0794526655289824,True
DKE<1000km 500hPa,72,0.3388233681519826,0.16427866804103056,2.062491571135441,False
DKEpert<1000km 500hPa,72,3.2802163963012085,0.712492298334837,4.603862250816451,False
