group,metric,lead,fp32_mean,group_mean,mean_delta,ci_lo,ci_hi,rel_pct,svr,svr_ci_lo,svr_ci_hi,share,norm,rank,significant,lag1_autocorr,n,n_eff
embed,RMSE Z500,24,47.163361152013145,47.18563222885132,0.022271076838175457,-0.006378686428070069,0.0456418772538503,0.047221140084552325,0.008670873464376517,-0.00248343550195674,0.017769906018480726,0.1461229486159891,share,4,False,-0.028520166047613944,48,50.818314745074915
b0-5_attn,RMSE Z500,24,47.163361152013145,47.1645123163859,0.0011511643727620442,-0.009959179162979125,0.011640642086664835,0.0024408022342845836,0.00044818670805393275,-0.0038774408152202214,0.004532090446769596,0.00755291419952041,share,11,False,0.2793214448496753,48,27.039780179156097
b0-5_mlp,RMSE Z500,24,47.163361152013145,47.16091259320577,-0.002448558807373047,-0.011603991190592447,0.00743667682011922,-0.005191654597052677,-0.0009533056593125074,-0.00451782102978052,0.002895346469829627,-0.016065259681548073,share,9,False,-0.04565543289328315,48,52.592598636614944
b6-11_attn,RMSE Z500,24,47.163361152013145,47.169245640436806,0.005884488423665364,-0.007130726178487142,0.01793159246444702,0.012476821583387483,0.0022910277260024437,-0.0027762296745703513,0.0069813673763394635,0.03860876624019946,share,7,False,0.021666417038258348,48,45.96413388853232
b6-11_mlp,RMSE Z500,24,47.163361152013145,47.173418601353966,0.010057449340820312,0.00015732447306315107,0.02425995071729024,0.021324708619481027,0.003915700675018384,6.125166774342875e-05,0.009445208440081301,0.06598801503470535,share,6,True,0.09003850551951875,48,40.070283310079795
b12-17_attn,RMSE Z500,24,47.163361152013145,47.16921575864156,0.005854606628417969,-0.0008761624495188395,0.01125534176826476,0.012413463513653899,0.0022793937458693214,-0.0003411192817131164,0.004382080174212666,0.03841270854333929,share,8,False,-0.17820494897770348,48,68.81744722188084
b12-17_mlp,RMSE Z500,24,47.163361152013145,47.19051376978556,0.027152617772420246,0.01858260234196981,0.03306131958961486,0.05757142219975399,0.010571420261442777,0.007234827247771609,0.012871875069618248,0.1781512676902964,share,2,True,-0.07854912366860206,48,56.183524554459034
b18-23_attn,RMSE Z500,24,47.163361152013145,47.16580446561178,0.0024433135986328125,-0.00801555315653483,0.01061311364173889,0.005180533233748378,0.000951263524501906,-0.003120722346400525,0.004132039331516457,0.016030845298588572,share,10,False,0.2567698933824908,48,28.38629832357302
b18-23_mlp,RMSE Z500,24,47.163361152013145,47.18687582015991,0.023514668146769207,0.013060329357783,0.035599285364150995,0.04985791422069904,0.009155045063108167,0.005084822080551705,0.01385998984502055,0.15428228595765947,share,3,True,0.1809991135945137,48,33.28710588766861
adaln,RMSE Z500,24,47.163361152013145,47.14792776107788,-0.015433390935262045,-0.02002729376157125,-0.010967767238616947,-0.03272326347886526,-0.0060087341487020775,-0.007797293831020163,-0.004270117812613717,-0.1012601504179679,share,5,True,0.41565435083724234,48,19.8131635333328
