metric,lead,sum_oat,full,ratio,additive_ok
RMSE Z500,24,0.15574081738789877,0.152413272857666,1.0218323802634974,True
RMSE T850,24,0.0005832376579443613,0.0007497668266296387,0.7778920555423059,False
RMSE U500,24,0.001361300547917684,0.00145740807056427,0.9340558594482219,True
RMSE MSLP,24,0.12118180592854817,0.09184741973876953,1.3193817123356417,False
RMSE T2M,24,0.0009354030092557272,0.000642368197441101,1.4561788908323012,False
SpecRes Z500,24,-5.040240542560545e-06,-3.5298294278618414e-06,1.4278991791435145,False
SpecResLog Z500,24,-0.004649730528034764,-0.004363400213802969,1.065620914929149,True
SpecDivW1 Z500,24,-0.000331359575634112,-0.00021961194349556546,1.5088413242005803,False
|RQE| Z500,24,1.3726952602155507e-05,4.781485768035054e-05,0.2870855058049578,False
SpecRes T850,24,6.301804508742255e-06,5.451461947814096e-06,1.1559843155961358,True
SpecResLog T850,24,-0.0011011734490387227,-0.0008503612174013398,1.2949478721570253,False
SpecDivW1 T850,24,-0.00043002673883308886,-0.00020297947716709695,2.11857250218002,False
SpecDiv> Q700,24,-3.9978047425393015e-05,-4.20086900703609e-05,0.9516613671702989,True
SpecDiv< Q700,24,-3.4310348079695054e-05,-3.729436139110476e-05,0.9199875477122009,True
SpecRes Q700,24,-2.1555263932289865e-05,-2.7591665275394917e-05,0.7812237397469424,False
SpecResLog Q700,24,-0.0021206054706501797,-0.002172110397805029,0.9762880711740544,True
SpecDivW1 Q700,24,-0.009704764466199152,-0.009869098685332998,0.983348609191833,True
|RQE| Q700,24,-0.004160153543731819,-0.0038132651709020136,1.090968856683982,True
Vag/Vg 850hPa,24,0.0006459858268499374,0.0007239267230033875,0.8923359316947258,True
|Vag| 850hPa,24,0.007632449269294739,0.008043718338012696,0.9488707769919792,True
Vag/Vg 500hPa,24,0.0005994349097212156,0.0005747638642787933,1.0429237935362885,True
|Vag| 500hPa,24,0.010091697176297506,0.009571176767349244,1.054384160025541,True
Vag/Vg 250hPa,24,0.0006768836950262388,0.0006423220038414001,1.0538074221000415,True
|Vag| 250hPa,24,0.016445636749267578,0.015637290477752686,1.0516934997571947,True
div/vort 850hPa,24,0.00016891459623972577,0.00015412643551826477,1.095948243218202,True
div/vort 500hPa,24,0.00029095790038506186,0.0002827264368534088,1.0291145873136758,True
div/vort 250hPa,24,0.0002162217472990354,0.00017558224499225616,1.2314556480843013,False
HypsRel 600-500,24,3.7416876124360742e-06,2.44834592958217e-06,1.528251203078408,False
neg-q fraction,24,0.00017620967931482787,0.00019760133400268388,0.8917433690626528,True
DKE<1000km 500hPa,24,0.00011497735977172853,0.00010881535708904267,1.0566280610341015,True
DKEpert<1000km 500hPa,24,0.0037403448988394907,0.0040200286894105375,0.930427414284932,True
