seed,k,cost,config
9,10,0.598908,bf16:dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_mlp
9,11,0.59891,bf16:dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_mlp|film
9,12,0.651192,bf16:dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|film
9,13,0.65191,bf16:cond_embed|dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|film
9,14,0.704192,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|film
9,15,0.819069,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|film
9,16,0.827685,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|film|upsample
9,17,0.942562,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
9,18,0.965537,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
9,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
10,0,0,
10,1,0.0919015,bf16:dec0_mlp
10,2,0.144183,bf16:dec0_mlp|enc2_attn
10,3,0.264804,bf16:dec0_mlp|decoder_io|enc2_attn
10,4,0.265522,bf16:cond_embed|dec0_mlp|decoder_io|enc2_attn
10,5,0.322961,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_io|enc2_attn
10,6,0.328705,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_io|downsample|enc2_attn
10,7,0.420606,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_io|downsample|enc2_attn|enc2_mlp
10,8,0.455069,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_io|downsample|enc0_attn|enc2_attn|enc2_mlp
10,9,0.569946,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_io|downsample|enc0_attn|enc1_mlp|enc2_attn|enc2_mlp
10,10,0.684823,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|decoder_io|downsample|enc0_attn|enc1_mlp|enc2_attn|enc2_mlp
10,11,0.693438,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|decoder_io|downsample|enc0_attn|enc1_mlp|enc2_attn|enc2_mlp|upsample
10,12,0.750877,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|upsample
10,13,0.750879,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
10,14,0.819806,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
10,15,0.854269,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
10,16,0.855817,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
10,17,0.908099,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
10,18,0.931074,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
10,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
11,0,0,
11,1,0.120621,bf16:decoder_io
11,2,0.189547,bf16:decoder_io|enc0_mlp
11,3,0.190265,bf16:cond_embed|decoder_io|enc0_mlp
11,4,0.282167,bf16:cond_embed|dec0_mlp|decoder_io|enc0_mlp
11,5,0.334448,bf16:cond_embed|dec0_attn|dec0_mlp|decoder_io|enc0_mlp
11,6,0.368911,bf16:cond_embed|dec0_attn|dec0_mlp|decoder_io|enc0_attn|enc0_mlp
11,7,0.483788,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|decoder_io|enc0_attn|enc0_mlp
11,8,0.57569,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|decoder_io|enc0_attn|enc0_mlp|enc2_mlp
11,9,0.575692,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|decoder_io|enc0_attn|enc0_mlp|enc2_mlp|film
11,10,0.627974,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|decoder_io|enc0_attn|enc0_mlp|enc2_attn|enc2_mlp|film
11,11,0.6969,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc2_attn|enc2_mlp|film
11,12,0.811777,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|film
11,13,0.834752,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
11,14,0.892191,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
11,15,0.926654,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_attn|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
11,16,0.984092,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
11,17,0.989836,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
11,18,0.991384,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
11,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
12,0,0,
12,1,0.114877,bf16:enc1_mlp
12,2,0.14934,bf16:dec2_attn|enc1_mlp
12,3,0.206778,bf16:dec2_attn|enc1_attn|enc1_mlp
12,4,0.215394,bf16:dec2_attn|enc1_attn|enc1_mlp|upsample
12,5,0.267676,bf16:dec2_attn|enc1_attn|enc1_mlp|enc2_attn|upsample
12,6,0.359577,bf16:dec0_mlp|dec2_attn|enc1_attn|enc1_mlp|enc2_attn|upsample
12,7,0.428503,bf16:dec0_mlp|dec2_attn|dec2_mlp|enc1_attn|enc1_mlp|enc2_attn|upsample
12,8,0.49743,bf16:dec0_mlp|dec2_attn|dec2_mlp|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|upsample
12,9,0.498148,bf16:cond_embed|dec0_mlp|dec2_attn|dec2_mlp|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|upsample
12,10,0.503892,bf16:cond_embed|dec0_mlp|dec2_attn|dec2_mlp|downsample|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|upsample
12,11,0.503894,bf16:cond_embed|dec0_mlp|dec2_attn|dec2_mlp|downsample|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|film|upsample
12,12,0.595796,bf16:cond_embed|dec0_mlp|dec2_attn|dec2_mlp|downsample|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
12,13,0.630259,bf16:cond_embed|dec0_mlp|dec2_attn|dec2_mlp|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
12,14,0.750879,bf16:cond_embed|dec0_mlp|dec2_attn|dec2_mlp|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
12,15,0.865756,bf16:cond_embed|dec0_mlp|dec1_mlp|dec2_attn|dec2_mlp|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
12,16,0.923195,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
12,17,0.924743,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
12,18,0.947718,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
12,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
13,0,0,
13,1,0.120621,bf16:decoder_io
13,2,0.129236,bf16:decoder_io|upsample
13,3,0.152212,bf16:decoder_io|encoder_io|upsample
13,4,0.244113,bf16:decoder_io|enc2_mlp|encoder_io|upsample
13,5,0.244116,bf16:decoder_io|enc2_mlp|encoder_io|film|upsample
13,6,0.358993,bf16:decoder_io|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,7,0.393456,bf16:decoder_io|enc0_attn|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,8,0.462382,bf16:dec2_mlp|decoder_io|enc0_attn|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,9,0.496845,bf16:dec2_attn|dec2_mlp|decoder_io|enc0_attn|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,10,0.565771,bf16:dec2_attn|dec2_mlp|decoder_io|enc0_attn|enc0_mlp|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,11,0.567319,bf16:dec2_attn|dec2_mlp|decoder_heads|decoder_io|enc0_attn|enc0_mlp|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,12,0.619601,bf16:dec0_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|enc0_attn|enc0_mlp|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,13,0.625345,bf16:dec0_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_mlp|encoder_io|film|upsample
13,14,0.677626,bf16:dec0_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
13,15,0.735065,bf16:dec0_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
13,16,0.792503,bf16:dec0_attn|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
13,17,0.90738,bf16:dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
13,18,0.908099,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
13,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,0,0,
14,1,0.00154814,bf16:decoder_heads
14,2,0.0101639,bf16:decoder_heads|upsample
14,3,0.125041,bf16:decoder_heads|enc1_mlp|upsample
14,4,0.182479,bf16:dec1_attn|decoder_heads|enc1_mlp|upsample
14,5,0.188223,bf16:dec1_attn|decoder_heads|downsample|enc1_mlp|upsample
14,6,0.188226,bf16:dec1_attn|decoder_heads|downsample|enc1_mlp|film|upsample
14,7,0.188944,bf16:cond_embed|dec1_attn|decoder_heads|downsample|enc1_mlp|film|upsample
14,8,0.241226,bf16:cond_embed|dec1_attn|decoder_heads|downsample|enc1_mlp|enc2_attn|film|upsample
14,9,0.333127,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_heads|downsample|enc1_mlp|enc2_attn|film|upsample
14,10,0.390566,bf16:cond_embed|dec0_mlp|dec1_attn|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|film|upsample
14,11,0.425029,bf16:cond_embed|dec0_mlp|dec1_attn|dec2_attn|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|film|upsample
14,12,0.51693,bf16:cond_embed|dec0_mlp|dec1_attn|dec2_attn|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
14,13,0.539905,bf16:cond_embed|dec0_mlp|dec1_attn|dec2_attn|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,14,0.654782,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,15,0.723708,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,16,0.844329,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,17,0.896611,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,18,0.931074,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
14,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
15,0,0,
15,1,0.0522817,bf16:dec0_attn
15,2,0.172902,bf16:dec0_attn|decoder_io
15,3,0.174451,bf16:dec0_attn|decoder_heads|decoder_io
15,4,0.266352,bf16:dec0_attn|dec0_mlp|decoder_heads|decoder_io
15,5,0.32379,bf16:dec0_attn|dec0_mlp|decoder_heads|decoder_io|enc1_attn
15,6,0.346766,bf16:dec0_attn|dec0_mlp|decoder_heads|decoder_io|enc1_attn|encoder_io
15,7,0.438667,bf16:dec0_attn|dec0_mlp|decoder_heads|decoder_io|enc1_attn|enc2_mlp|encoder_io
15,8,0.553544,bf16:dec0_attn|dec0_mlp|dec1_mlp|decoder_heads|decoder_io|enc1_attn|enc2_mlp|encoder_io
15,9,0.559288,bf16:dec0_attn|dec0_mlp|dec1_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_mlp|encoder_io
15,10,0.560006,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_mlp|encoder_io
15,11,0.568622,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_mlp|encoder_io|upsample
15,12,0.637548,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_mlp|encoder_io|upsample
15,13,0.694987,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_mlp|encoder_io|upsample
15,14,0.747268,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_attn|enc2_mlp|encoder_io|upsample
15,15,0.747271,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc2_attn|enc2_mlp|encoder_io|film|upsample
15,16,0.816197,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|encoder_io|film|upsample
15,17,0.85066,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc2_attn|enc2_mlp|encoder_io|film|upsample
15,18,0.965537,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
15,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
16,0,0,
16,1,0.0344631,bf16:dec2_attn
16,2,0.0360112,bf16:dec2_attn|decoder_heads
16,3,0.150888,bf16:dec2_attn|decoder_heads|enc1_mlp
16,4,0.20317,bf16:dec0_attn|dec2_attn|decoder_heads|enc1_mlp
16,5,0.32379,bf16:dec0_attn|dec2_attn|decoder_heads|decoder_io|enc1_mlp
16,6,0.415692,bf16:dec0_attn|dec2_attn|decoder_heads|decoder_io|enc1_mlp|enc2_mlp
16,7,0.467974,bf16:dec0_attn|dec2_attn|decoder_heads|decoder_io|enc1_mlp|enc2_attn|enc2_mlp
16,8,0.490949,bf16:dec0_attn|dec2_attn|decoder_heads|decoder_io|enc1_mlp|enc2_attn|enc2_mlp|encoder_io
16,9,0.496693,bf16:dec0_attn|dec2_attn|decoder_heads|decoder_io|downsample|enc1_mlp|enc2_attn|enc2_mlp|encoder_io
16,10,0.61157,bf16:dec0_attn|dec1_mlp|dec2_attn|decoder_heads|decoder_io|downsample|enc1_mlp|enc2_attn|enc2_mlp|encoder_io
16,11,0.669008,bf16:dec0_attn|dec1_attn|dec1_mlp|dec2_attn|decoder_heads|decoder_io|downsample|enc1_mlp|enc2_attn|enc2_mlp|encoder_io
16,12,0.737934,bf16:dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_mlp|enc2_attn|enc2_mlp|encoder_io
16,13,0.737937,bf16:dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
16,14,0.795375,bf16:dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
16,15,0.887277,bf16:dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
16,16,0.92174,bf16:dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film
16,17,0.930356,bf16:dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
16,18,0.931074,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
16,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
17,0,0,
17,1,0.0522817,bf16:enc2_attn
17,2,0.144183,bf16:enc2_attn|enc2_mlp
17,3,0.25906,bf16:enc1_mlp|enc2_attn|enc2_mlp
17,4,0.316498,bf16:enc1_attn|enc1_mlp|enc2_attn|enc2_mlp
17,5,0.316501,bf16:enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film
17,6,0.325117,bf16:enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,7,0.326665,bf16:decoder_heads|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,8,0.418566,bf16:dec0_mlp|decoder_heads|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,9,0.453029,bf16:dec0_mlp|dec2_attn|decoder_heads|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,10,0.505311,bf16:dec0_attn|dec0_mlp|dec2_attn|decoder_heads|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,11,0.50603,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|decoder_heads|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,12,0.511773,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|decoder_heads|downsample|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,13,0.546236,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|decoder_heads|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|film|upsample
17,14,0.569212,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|decoder_heads|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
17,15,0.638138,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|dec2_mlp|decoder_heads|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
17,16,0.758759,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
17,17,0.827685,bf16:cond_embed|dec0_attn|dec0_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
17,18,0.885123,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
17,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
18,0,0,
18,1,0.114877,bf16:dec1_mlp
18,2,0.167159,bf16:dec0_attn|dec1_mlp
18,3,0.167877,bf16:cond_embed|dec0_attn|dec1_mlp
18,4,0.16788,bf16:cond_embed|dec0_attn|dec1_mlp|film
18,5,0.236806,bf16:cond_embed|dec0_attn|dec1_mlp|enc0_mlp|film
18,6,0.245421,bf16:cond_embed|dec0_attn|dec1_mlp|enc0_mlp|film|upsample
18,7,0.30286,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|enc0_mlp|film|upsample
18,8,0.308604,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|downsample|enc0_mlp|film|upsample
18,9,0.343067,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|downsample|enc0_mlp|film|upsample
18,10,0.395348,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|downsample|enc0_mlp|enc2_attn|film|upsample
18,11,0.464275,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|downsample|enc0_mlp|enc2_attn|film|upsample
18,12,0.48725,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|downsample|enc0_mlp|enc2_attn|encoder_io|film|upsample
18,13,0.579151,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|downsample|enc0_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
18,14,0.699772,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_io|downsample|enc0_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
