group,metric,lead,fp32_mean,group_mean,mean_delta,ci_lo,ci_hi,rel_pct,svr,svr_ci_lo,svr_ci_hi,share,norm,rank,significant,lag1_autocorr,n,n_eff
embed,RMSE Z500,24,47.163361152013145,47.77319073677063,0.6098295847574869,0.5183990021546682,0.6715990245342255,1.2930155312551481,0.23742700915123957,0.20183003203676364,0.2614759134840309,0.8239159023889102,share,1,True,-0.001803653368884736,48,48.17346359160431
b0-5_attn,RMSE Z500,24,47.163361152013145,47.16457732518514,0.0012161731719970703,-0.01242410143216451,0.014154450098673499,0.002578639737056057,0.00047349680313077896,-0.004837117316313075,0.005510799799004435,0.0016431220155801855,share,11,False,0.06254270990169276,48,42.34930935518064
b0-5_mlp,RMSE Z500,24,47.163361152013145,47.14810395240784,-0.01525719960530599,-0.04241031010945638,0.0056860824426015096,-0.032349686775143556,-0.005940136983927789,-0.016511749082277014,0.002213781656183706,-0.02061338068032961,share,6,False,0.11544445377204793,48,38.064348319058965
b6-11_attn,RMSE Z500,24,47.163361152013145,47.2101776599884,0.046816507975260414,0.02891978621482849,0.06176973183949788,0.09926457070005086,0.01822722895920436,0.01125943791167583,0.024049018042570498,0.06325187622780502,share,4,True,-0.07756462215825581,48,56.07233103376272
b6-11_mlp,RMSE Z500,24,47.163361152013145,47.19169934590658,0.028338193893432617,0.010184266169865926,0.04939154187838236,0.06008518731753497,0.011033004611511715,0.003965074698816062,0.019229775594137487,0.0382865790334925,share,5,True,0.0544182248221537,48,43.045467291872825
b12-17_attn,RMSE Z500,24,47.163361152013145,47.173951148986816,0.010589996973673502,0.0033749282360076905,0.017911511659622188,0.02245386400587667,0.004123039241167463,0.0013139721935498262,0.006973549248865695,0.014307713385748313,share,8,True,-0.1907141026632186,48,70.62309761719467
b12-17_mlp,RMSE Z500,24,47.163361152013145,47.17197028795878,0.008609135945638021,-0.0024328748385111488,0.017077497641245522,0.018253864303457396,0.003351823935800237,-0.0009471993668144442,0.006648839758013222,0.0116314527676776,share,10,False,0.10986360608147405,48,38.49711502744125
b18-23_attn,RMSE Z500,24,47.163361152013145,47.17314990361532,0.009788751602172852,0.0004039446512858074,0.01700541575749714,0.020754991508392575,0.0038110876781298555,0.00015726913356551813,0.006620775875085713,0.013225183413776842,share,9,True,0.1339348016593989,48,36.66095216366383
b18-23_mlp,RMSE Z500,24,47.163361152013145,47.22222367922465,0.058862527211507164,0.04399026830991109,0.07607423067092894,0.12480562405589841,0.022917146258932826,0.017126879537561687,0.029618236820804562,0.07952676196194546,share,3,True,0.2028809810309224,48,31.808394607522796
adaln,RMSE Z500,24,47.163361152013145,47.148560523986816,-0.014800628026326498,-0.022480018933614097,-0.00937122901280721,-0.03138162265115564,-0.005762378431095904,-0.008752221595142455,-0.003648532200134167,-0.01999652542452956,share,7,True,0.10762108241792209,48,38.6722397432462
head,RMSE Z500,24,47.163361152013145,47.25196107228597,0.08859992027282715,0.07134358286857605,0.10538861950238543,0.18785751928760766,0.03449490580189069,0.02777643775573101,0.04103130670018248,0.11970374197604991,share,2,True,0.2464243712279007,48,29.020316848768527
embed,RMSE T850,24,0.5637532994151115,0.5724880745013555,0.008734775086243948,0.008304617212464411,0.009261478980382282,1.5493967122332037,0.3378873627195233,0.32124756282893385,0.35826185295737467,0.7361212167486155,share,1,True,0.05241480377389651,48,43.21878526960068
b0-5_attn,RMSE T850,24,0.5637532994151115,0.5638288756211599,7.557620604832967e-05,3.880032648642858e-05,0.00011544413864612579,0.013405900440270457,0.0029235148809078574,0.0015009132873727293,0.004465726382582787,0.006369167861134182,share,9,True,0.17293675969988678,48,33.84584480459375
b0-5_mlp,RMSE T850,24,0.5637532994151115,0.5640781174103419,0.00032481799523035687,0.00020212543507417045,0.00044429736832777655,0.057617045535228326,0.012564936668497841,0.007818819548462533,0.017186758052181447,0.02737396389832338,share,5,True,-0.17265112775231,48,68.03327594947118
b6-11_attn,RMSE T850,24,0.5637532994151115,0.5641034916043282,0.00035019218921661377,0.00024358738834659257,0.00048492321123679477,0.06211798486677323,0.013546486783125542,0.009422692562489164,0.018758287803463065,0.029512368421250917,share,4,True,0.012460339901916253,48,46.818528900895174
b6-11_mlp,RMSE T850,24,0.5637532994151115,0.5642355146507422,0.0004822152356306712,0.000355562133093675,0.0006540855082372824,0.0855365700087192,0.018653535165092,0.013754212357814873,0.025301994062721767,0.04063858112914624,share,3,True,-0.08763174310847785,48,57.22067079259873
b12-17_attn,RMSE T850,24,0.5637532994151115,0.5637044322987398,-4.8867116371790566e-05,-0.00010753093908230464,-8.021915952364697e-06,-0.00866817390204008,-0.0018903269874201787,-0.004159620031257998,-0.0003103118281054364,-0.004118265302474672,share,10,True,-0.06290899463684203,48,54.44469261851083
b12-17_mlp,RMSE T850,24,0.5637532994151115,0.5640095708270868,0.0002562714119752248,0.0001667687048514684,0.0003130917437374592,0.04545807753872196,0.00991334873282378,0.00645111491824845,0.01211133000405597,0.02159721592582053,share,6,True,-0.1477025397607528,48,64.63673128047569
b18-23_attn,RMSE T850,24,0.5637532994151115,0.5638738150397936,0.00012051562468210857,3.282626469930013e-05,0.00021055825054645534,0.02137736928673275,0.004661906710621889,0.0012698186155528145,0.00814502620542821,0.010156427315217948,share,8,True,0.14560223850933351,48,35.79871893836027
b18-23_mlp,RMSE T850,24,0.5637532994151115,0.5649727421502272,0.0012194427351156871,0.0010581913404166699,0.001344924420118332,0.21630786664678447,0.04717171142787847,0.04093402265492977,0.05202572028288809,0.10276826375785049,share,2,True,0.10968019649934899,48,38.51141139838871
adaln,RMSE T850,24,0.5637532994151115,0.5637139243384203,-3.937507669130961e-05,-6.332273284594218e-05,-8.296531935532914e-06,-0.006984451662129669,-0.0015231463533683948,-0.0024495136955734525,-0.0003209348000076515,-0.0033183257814186815,share,11,True,0.3129315592034237,48,25.11881516371251
head,RMSE T850,24,0.5637532994151115,0.563979538778464,0.00022623936335245767,0.00011989641934633255,0.00031865611672401425,0.04013091605622154,0.008751618796332102,0.004637953986502328,0.012326576681280184,0.019066271745190086,share,7,True,0.1306626812135656,48,36.905959659835105
embed,RMSE Q700,24,0.0004657644761512832,0.0004707295417271477,4.965065575864476e-06,4.671063137114591e-06,5.149993118417721e-06,1.06600349105452,0.3142288065805719,0.29562199584493143,0.3259324910762729,0.7793659466408611,share,1,True,-0.16391222090254878,48,66.82047985874293
b0-5_attn,RMSE Q700,24,0.0004657644761512832,0.00046577553924483556,1.1063093552365899e-08,-1.4565754706078829e-08,3.5458879210636935e-08,0.002375254902173462,0.000700160477426098,-0.0009218367105734737,0.00224411966504654,0.0017365729107645935,share,11,False,-0.07747254642797474,48,56.06194377011557
b0-5_mlp,RMSE Q700,24,0.0004657644761512832,0.00046600026022739865,2.3578407611542693e-07,1.4904690033290534e-07,3.1638010113965723e-07,0.05062302691346577,0.014922290091919555,0.009432872315686947,0.020023047044982013,0.03701100758423426,share,5,True,-0.08366413439985171,48,56.76507970920183
b6-11_attn,RMSE Q700,24,0.0004657644761512832,0.0004658197667595232,5.529060823998103e-08,4.318144419812598e-09,1.1555039236554872e-07,0.01187093715193992,0.0034992290790314836,0.00027328649480002466,0.007312947097707029,0.00867896235666516,share,7,True,-0.029428332380379278,48,50.910779288916565
b6-11_mlp,RMSE Q700,24,0.0004657644761512832,0.00046632504684869974,5.605706974165514e-07,4.553012180015988e-07,6.684453182970172e-07,0.120354970402353,0.03547736853859629,0.02881507931391485,0.04230453181804572,0.08799273757328184,share,3,True,-0.12870791695787515,48,62.18119166745444
b12-17_attn,RMSE Q700,24,0.0004657644761512832,0.0004657982784313693,3.380228008609265e-08,-1.118566312167483e-08,7.495902233737675e-08,0.007257376166900599,0.0021392769075976948,-0.0007079176538215648,0.004744002626273319,0.005305941203672878,share,9,False,0.16265439644712792,48,34.56967873975234
b12-17_mlp,RMSE Q700,24,0.0004657644761512832,0.00046604324294700444,2.787667957212155e-07,2.2849829595846436e-07,3.2670707999689815e-07,0.05985145067840474,0.017642578168469814,0.014461188024132232,0.0206766203346618,0.043758001645623164,share,4,True,-0.29714729168287235,48,88.58622761781368
