metric,lead,sum_oat,full,ratio,additive_ok
RMSE U500,72,0.005387996633847555,0.005998671054840088,0.8981983817065942,True
RMSE T2M,72,0.00066575159629186,0.0008004903793334961,0.8316796971953339,True
SpecDiv> Z500,72,-1.1707104022207203e-05,-1.0032847058027983e-05,1.1668775527520405,True
SpecDiv< Z500,72,-8.288896424346603e-06,-7.4365925684105605e-06,1.1146094596544782,True
SpecRes Z500,72,-2.1358371365446754e-05,-1.784201813279651e-05,1.1970827070389878,True
SpecResLog Z500,72,-0.007490650559762602,-0.006949507442480981,1.0778678376504383,True
SpecDivW1 Z500,72,-0.0008404342378537555,-0.0007793132494030971,1.0784292946353382,True
|RQE| Z500,72,0.00011343703727106913,0.00011846438956126803,0.9575623332140767,True
SpecResLog T850,72,-0.0013899615948522299,-0.0011684754474980338,1.1895513917972749,True
SpecDivW1 T850,72,-0.0012733191595422945,-0.0008676299144115638,1.4675832845227261,False
SpecRes Q700,72,-5.5301124424052744e-05,-5.39914530236274e-05,1.0242570134175166,True
|RQE| Q700,72,-0.00815135178466638,-0.006015016604214907,1.3551669631226748,False
Vag/Vg 850hPa,72,0.0018960523108641307,0.0017665788531303407,1.0732905058295958,True
|Vag| 850hPa,72,0.02093130350112915,0.01944604516029358,1.0763784270062422,True
Vag/Vg 500hPa,72,0.0016006994992494583,0.001535787805914879,1.0422660559515975,True
|Vag| 500hPa,72,0.025394668181737263,0.024365955591201784,1.0422192590265957,True
Vag/Vg 250hPa,72,0.0025539156049489975,0.0023053590208292007,1.1078168657784135,True
|Vag| 250hPa,72,0.06337529420852661,0.05762193202972412,1.0998467419633662,True
div/vort 500hPa,72,0.0004961375767985979,0.0004412941634654999,1.1242785830259132,True
div/vort 250hPa,72,0.00024668406695127487,0.00025066807866096495,0.9841064257923381,True
HypsRel 600-500,72,4.062422185411139e-05,3.4135266756151874e-05,1.1900953387683744,True
|DryAir Md err|,72,4948992610602.667,8627965100569.6,0.573599052953511,False
neg-q fraction,72,0.00041883428518000676,0.0003991933979705209,1.0492014329629176,True
DKEpert<1000km 500hPa,72,0.02275873910919775,0.026570723857730627,0.8565344034681315,True
