metric,lead,sum_oat,full,ratio,additive_ok
RMSE U500,120,0.009541218479474386,0.007025784254074097,1.358028959392205,False
SpecRes Z500,120,-3.0429745190000784e-05,-1.7545335867907853e-05,1.734349539905918,False
SpecResLog Z500,120,-0.0034579476530188177,-0.0024091277939972205,1.435352521204945,False
|RQE| Z500,120,0.00015334129318489428,0.00016896461747819557,0.9075349352634883,True
SpecDivW1 T850,120,-0.0008569135867681135,-0.0005763281415219534,1.4868501553736329,False
SpecDiv> Q700,120,0.00034051275967309874,0.0003179500810801983,1.070962959079131,True
SpecDiv< Q700,120,0.00020712835248559716,0.00018814122304320336,1.1009195599734873,True
SpecRes Q700,120,-6.268791427525382e-05,-6.142767379060387e-05,1.0205158425654517,True
SpecResLog Q700,120,0.00479241035005227,0.005103573892930627,0.939030265965312,True
SpecDivW1 Q700,120,0.009455166895380404,0.013616972517157244,0.6943663052464116,False
|RQE| Q700,120,-0.007172716781497002,-0.0055482381954789165,1.2927917888135771,False
Vag/Vg 850hPa,120,0.0031107614437739053,0.002930732071399689,1.0614281237548393,True
|Vag| 850hPa,120,0.03126141428947449,0.028761452436447142,1.0869205704597638,True
Vag/Vg 500hPa,120,0.0026001622900366783,0.0026711031794548036,0.9734413518864498,True
|Vag| 500hPa,120,0.039041166504224144,0.0401576042175293,0.972198597624063,True
Vag/Vg 250hPa,120,0.004589426952103774,0.004152906686067581,1.1051119851791174,True
|Vag| 250hPa,120,0.1121203104654948,0.10248374938964844,1.0940301377851396,True
div/vort 500hPa,120,0.0008710520341992378,0.0008081454783678055,1.0778406332959796,True
div/vort 250hPa,120,0.0005104343096415201,0.0004867702722549438,1.0486143849273162,True
HypsRel 600-500,120,0.00010358382220153875,8.936707852702001e-05,1.1590825604780213,True
|DryAir Md err|,120,6060342185386.666,9977307576243.2,0.6074125849158791,False
neg-q fraction,120,0.0006211108257048181,0.0005189749077544548,1.196803191106664,True
|neg-q mass|,120,23001366421.333332,25634988620.8,0.8972645457962182,True
DKEpert<1000km 500hPa,120,0.04428087387532287,0.05378488730639219,0.823295838161219,True
