cost,balance,conservation,protected,config
8.55933e+08,0.758907,1.18035,encoder_io|enc0_attn|enc0_mlp|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|encoder_io|upsample;W8:dec1_attn|dec1_mlp|dec2_mlp|enc1_attn|enc1_mlp
8.81099e+08,1.6352,0.816606,encoder_io|enc0_attn|enc0_mlp|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp|enc1_attn
9.23042e+08,0.598304,0.744767,encoder_io|enc0_attn|enc0_mlp|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp|enc1_attn|enc1_mlp
9.23042e+08,0.577584,0.940279,encoder_io|enc0_attn|downsample|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|enc0_mlp|enc1_attn|enc1_mlp
9.23042e+08,1.6,0.66838,encoder_io|enc0_attn|enc0_mlp|enc1_attn|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp
9.64985e+08,0.563098,0.596541,encoder_io|enc0_attn|enc0_mlp|enc1_attn|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp|enc1_mlp
9.64985e+08,0.515797,0.914817,encoder_io|enc0_attn|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|encoder_io|upsample;W8:dec0_attn|dec1_mlp|enc0_mlp|enc1_attn|enc1_mlp
1.04887e+09,0.511033,0.38375,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp
1.06145e+09,0.474858,0.372838,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp
1.10969e+09,0.515945,0.311001,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec2_attn|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp|film
1.11179e+09,0.345989,0.610181,encoder_io|enc0_attn|enc0_mlp|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|encoder_io|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp|enc1_attn|enc1_mlp
1.12227e+09,0.47977,0.300089,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|film
1.15373e+09,0.310783,0.461955,encoder_io|enc0_attn|enc0_mlp|enc1_attn|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|encoder_io|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp|enc1_mlp
1.23761e+09,0.258718,0.249165,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp
1.29843e+09,0.26363,0.176416,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp|film
1.38861e+09,0.186355,0.274627,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec0_mlp|enc2_attn
1.42007e+09,0.232968,0.132767,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp
1.50395e+09,0.196337,0.120945,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|dec0_mlp
1.52283e+09,0.151306,0.267352,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_mlp|enc2_attn
1.55428e+09,0.211742,0.0963923,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp|enc2_mlp
1.63817e+09,0.175111,0.0845706,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|dec0_mlp|enc2_mlp
1.65704e+09,0.120993,0.230068,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|downsample|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|encoder_io|upsample;W8:dec0_mlp
1.79126e+09,0.0997668,0.193694,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|downsample|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|cond_embed,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|encoder_io|upsample;W8:dec0_mlp|enc2_mlp
1.82272e+09,0.174518,0.0436493,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_mlp|dec1_attn|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|dec1_mlp|enc2_mlp
1.90661e+09,0.137887,0.0318276,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|downsample|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|enc2_mlp
2.10793e+09,0.0718427,0.0318276,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|downsample|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|encoder_io|film|upsample;W8:dec0_attn|enc2_mlp
2.17504e+09,0.101093,0.00727489,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_mlp|downsample|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_mlp|encoder_io|film|upsample;W8:dec0_attn
2.24215e+09,0.0367935,0.0245527,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|downsample|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|encoder_io|film|upsample;W8:enc2_mlp
2.30926e+09,0.0660441,0,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_mlp|downsample|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_mlp|encoder_io|film|upsample
2.51059e+09,0,0,encoder_io|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|downsample|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|upsample|decoder_io|decoder_heads|film|cond_embed,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
