scheme,group,lead,mean_physics_share_old,mean_rmse_share_old,mean_physics_abs_svr_old,mean_rmse_abs_svr_old,mean_physics_share_new,mean_rmse_share_new,mean_physics_abs_svr_new,mean_rmse_abs_svr_new,standard_share,standard_svr,balance_share,balance_svr,conservation_share,conservation_svr,spectral_share,spectral_svr,extremes_share,extremes_svr,perturbation_share,perturbation_svr,legacy_mean_physics_share,legacy_mean_physics_abs_svr
W8,b6-11_attn,24,-0.0689199194086679,-0.0829359166587166,0.0071329633944471,0.0032500223764821,-0.0999461378212809,-0.0829359166587166,0.0032925431815124,0.0032500223764821,-0.0829359166587166,0.0032500223764821,-0.0940400173544531,0.0036171279416114,-0.1058522582881087,0.0029679584214134,-0.0991775182630014,0.0140355035154133,-0.0832759466680731,0.0102865533817477,0.0177997782214354,,-0.0689199194086679,0.0071329633944471
W8,b6-11_mlp,24,-0.0342917537770099,0.166211516071009,0.0057831364250878,0.0035219648089362,-0.0691423049897885,0.166211516071009,0.0075004564341686,0.0035219648089362,0.166211516071009,0.0035219648089362,0.0225917702122906,0.0024108789879048,-0.1608763801918676,0.0125900338804324,-0.0694160435080468,0.0071173541111431,0.0164216169732548,0.0040587680792141,0.0105239285653015,,-0.0342917537770099,0.0057831364250878
W8,b12-17_attn,24,0.0426688681581758,0.0805575548709599,0.008007260315116,0.0024909839113843,-0.0784276444545733,0.0805575548709599,0.00439513046197,0.0024909839113843,0.0805575548709599,0.0024909839113843,0.0083579999954716,0.0020067254617548,-0.1652132889046183,0.0067835354621851,0.1469925090798712,0.0170004672813338,0.0934736066439471,0.0058972718122041,0.0078982814141384,,0.0426688681581758,0.008007260315116
W8,b12-17_mlp,24,-0.0265149294648261,-0.023500492109808,0.0095637729075981,0.0030269426403005,-0.0777761213399637,-0.023500492109808,0.0101735190170453,0.0030269426403005,-0.023500492109808,0.0030269426403005,-0.4277058085626153,0.0147513118929458,0.2721535658826878,0.0055957261411447,0.0113304557213407,0.0168256662093283,-0.1404006363892556,0.0082532281590159,0.0132781016813708,,-0.0265149294648261,0.0095637729075981
W8,b18-23_attn,24,0.0104792838892937,0.0999143422366164,0.0091358800352369,0.0029538621246503,0.2914874899970682,0.0999143422366164,0.0094804266586786,0.0029538621246503,0.0999143422366164,0.0029538621246503,0.3309357167655146,0.0127648682889556,0.2520392632286218,0.0061959850284015,-0.0429956276413441,0.0104705287305214,-0.4220580649587934,0.01365157823412,0.0643525808048933,,0.0104792838892937,0.0091358800352369
W8,b18-23_mlp,24,0.1583138248714137,0.0672182741396781,0.0455577625387144,0.005320190131131,0.2989755161593809,0.0672182741396781,0.0827082318167435,0.005320190131131,0.0672182741396781,0.005320190131131,-0.4597494884329178,0.0197371893749512,1.0577005207516796,0.1456792742585358,0.0681278449345518,0.0436713423257081,0.2356939841220903,0.0265479269254603,0.2604677770384106,,0.1583138248714137,0.0455577625387144
W8,adaln,24,-0.0013710004653824,-0.0011031830781558,0.0095382602468699,0.0017510254987084,0.12008112834784,-0.0011031830781558,0.0050483810768431,0.0017510254987084,-0.0011031830781558,0.0017510254987084,0.1999494168269577,0.0069694102109986,0.0402128398687223,0.0031273519426875,-0.086111109227041,0.017088778269429,0.0515979788551873,0.0059372742526177,0.0035720310638708,,-0.0013710004653824,0.0095382602468699
W8,head,24,0.3281478429434433,0.3447236688978599,0.0247433082940879,0.0119653907551996,0.5306107866099611,0.3447236688978599,0.0462053528545856,0.0119653907551996,0.3447236688978599,0.0119653907551996,1.346815757021794,0.0417235455629653,-0.2855941838018718,0.0506871601462059,0.2571261485713335,0.0254832447889975,0.1104073110390884,0.0073392164289525,0.4535412094821765,,0.3281478429434433,0.0247433082940879
W8,embed,72,0.3099042123153626,-0.5891671550189134,0.0788207641521987,0.0118565215842026,-0.0585107212509655,-0.5891671550189134,0.1134863348474368,0.0118565215842026,-0.5891671550189134,0.0118565215842026,0.339889226358006,0.0710620679314771,-0.4569106688599371,0.1559106017633965,0.5709142008945448,0.0650345883929397,0.5844548929741026,0.0421981828032636,0.0548951459835529,,0.3099042123153626,0.0788207641521987
W8,b0-5_attn,72,0.0306202545370926,0.018284120038988,0.0040086220043482,0.0008600038640188,-0.0077141176112184,0.018284120038988,0.0029671709952559,0.0008600038640188,0.018284120038988,0.0008600038640188,-0.0064054099302264,0.0023937333414867,-0.0090228252922104,0.0035406086490251,0.0452566810004582,0.0084325941970095,0.0312918758526177,0.0011369263516111,0.0024695637001516,,0.0306202545370926,0.0040086220043482
W8,b0-5_mlp,72,0.0327637744698257,-0.0939360882106883,0.0130653199896077,0.0014530960458267,0.0587533637980837,-0.0939360882106883,0.0129691235867042,0.0014530960458267,-0.0939360882106883,0.0014530960458267,0.140662750628769,0.0162758477024484,-0.0231560230326016,0.0096623994709599,-0.0955657175968954,0.0177240777682993,0.0037904518970721,0.0057653630819075,0.0033094008519022,,0.0327637744698257,0.0130653199896077
W8,b6-11_attn,72,0.0141660923038421,0.0983335541116111,0.0088007767621631,0.0021081722923672,-0.0372410896431787,0.0983335541116111,0.0060126242537829,0.0021081722923672,0.0983335541116111,0.0021081722923672,-0.0698250631743425,0.0070629253127349,-0.0046571161120148,0.0049623231948308,-0.0734702588872456,0.0158838542595846,0.2215541045367344,0.0117328920543951,0.0120589232655239,,0.0141660923038421,0.0088007767621631
W8,b6-11_mlp,72,0.0005244360505959,0.2106199584872305,0.0096005139939922,0.0035500094672863,-0.0217927283198962,0.2106199584872305,0.0122367634831895,0.0035500094672863,0.2106199584872305,0.0035500094672863,-0.0268810695004336,0.005642552362282,-0.0167043871393588,0.0188309746040969,0.0217267671751953,0.0120965701942432,0.0867568489828778,0.0040753793791385,0.0061157870096475,,0.0005244360505959,0.0096005139939922
W8,b12-17_attn,72,0.0250010738227609,0.0394941067129311,0.0087517262312206,0.0010048132057873,0.0112403395082072,0.0394941067129311,0.0055818222906604,0.0010048132057873,0.0394941067129311,0.0010048132057873,0.0358728592774877,0.0030559993315914,-0.0133921802610731,0.0081076452497295,0.1042818113248638,0.0168885691074342,0.1017292018249789,0.0081118871884945,0.0051659145766844,,0.0250010738227609,0.0087517262312206
W8,b12-17_mlp,72,0.0282474793236587,0.0840921710506419,0.0137641889162332,0.0021879185021464,-0.0461459982814093,0.0840921710506419,0.0203428117689879,0.0021879185021464,0.0840921710506419,0.0021879185021464,-0.0937429553187573,0.026105541653844,0.0014509587559386,0.0145800818841317,0.1011393563378521,0.0189475630680265,0.2095471134401854,0.012068535336214,0.0075176551787582,,0.0282474793236587,0.0137641889162332
W8,b18-23_attn,72,-0.0428845008364674,0.1810813523953384,0.0144428656581356,0.0032865714805082,0.0161936157876426,0.1810813523953384,0.0226126073103035,0.0032865714805082,0.1810813523953384,0.0032865714805082,0.0582786323857603,0.0307150724749223,-0.025891400810475,0.0145101421456847,-0.1051431762810439,0.0138251319175,-0.1433612770103059,0.0188700469679522,0.050627523157781,,-0.0428845008364674,0.0144428656581356
