tag,floor,guide,predicted_cost,balance,conservation,config,model_size_gb,latency_s_per_step,vram_peak_gb,vram_reserved_gb,n_inits
W4W8_rmse_span1,W4,rmse,8.59079e+08,0.14503,3.35389,bf16:cond_embed|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|encoder_io|upsample;W8:dec1_attn|dec1_mlp|enc1_attn|enc1_mlp,1.12335,3.46456,17.6959,24.9792,12
W4W8_rmseup_span1,W4,rmse,9.42965e+08,0.124307,3.38316,bf16:cond_embed|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_mlp|encoder_io|upsample;W8:dec1_attn|dec1_mlp|enc1_attn,1.37438,3.45331,17.947,24.9792,12
W4W8_span1,W4,physics,8.81099e+08,0.667877,1.23323,bf16:cond_embed|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|encoder_io|upsample;W8:dec0_attn|dec1_attn|dec1_mlp|dec2_mlp|enc1_attn,1.12607,3.44935,17.6986,24.4004,12
W8A8_knee,W8A8,physics,0.00154814,5.75177,3.25483,bf16:decoder_heads,1.26349,2.31829,19.5637,25.3902,12
W8A8_rmseup_knee,W8A8,rmse,0.00801292,5.35142,3.13665,bf16:cond_embed|decoder_heads|downsample|film,1.66745,2.27539,19.9677,24.9205,12
W8A8_rmseup_span1,W8A8,rmse,0.315308,4.88966,1.11729,bf16:cond_embed|decoder_heads|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample,2.15211,2.51712,20.4524,25.5014,12
W4W8_rmse_span2,W4,rmse,1.11074e+09,0.115035,3.34714,bf16:cond_embed|dec1_attn|dec1_mlp|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample,1.87605,3.46616,18.4487,25.0819,12
W4W8_span2,W4,physics,1.15163e+09,0.169058,0.0220621,bf16:cond_embed|dec1_attn|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|upsample;W8:dec0_attn|dec1_mlp|dec2_mlp|film,1.70825,3.41314,18.2809,23.1337,12
W4W8_span3,W4,physics,1.40748e+09,0.0848136,0.0963528,bf16:cond_embed|dec1_attn|dec2_attn|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|encoder_io|film|upsample;W8:dec0_attn|dec0_mlp|dec1_mlp|dec2_mlp,2.17186,3.46367,18.7446,23.1064,12
