metric,lead,sum_oat,full,ratio,additive_ok
RMSE Z500,24,9.189745903015137,6.685834646224976,1.37450989880582,False
RMSE T850,24,0.0684483249982198,0.07240837936600049,0.9453094461931828,True
RMSE Q700,24,3.788812318816781e-05,3.9821015282844506e-05,0.9514605019247359,True
RMSE U500,24,0.1752377152442932,0.16387508312861124,1.0693371554647173,True
RMSE MSLP,24,6.4004262288411455,5.889886140823364,1.0866808077119148,True
RMSE T2M,24,0.031321004033088684,0.04074090098341306,0.7687852570035326,False
SpecDiv> Z500,24,0.00044855935584564577,8.52891768469514e-06,52.592764103066756,False
SpecDiv< Z500,24,0.0004123197621386983,2.39219101179818e-05,17.236071873239034,False
SpecRes Z500,24,2.568641624141795e-06,-1.5188562808058729e-05,-0.16911683196114702,False
SpecResLog Z500,24,6.5259116897689475,0.5001222677753719,13.04863252499694,False
SpecDivW1 Z500,24,0.02526650969927938,0.005772848117171973,4.37678407372634,False
SpecDiv> T850,24,9.111587132792919e-05,0.00011708010727791891,0.7782352907453601,False
SpecDiv< T850,24,-8.503882175621886e-06,0.00012311000136833172,-0.069075477874289,False
SpecRes T850,24,4.709673703473527e-05,2.211244085022675e-05,2.1298750940130753,False
SpecDivW1 T850,24,0.003286337521862971,0.01487912520185696,0.22086900118649624,False
SpecDiv> Q700,24,0.0032269652389610806,0.003494021870816747,0.9235675557482299,True
SpecDiv< Q700,24,0.002662776581322153,0.002883736170285071,0.9233773216704929,True
SpecRes Q700,24,0.0002990617079679699,0.0003075650738537661,0.972352628407219,True
SpecResLog Q700,24,0.09257051528205736,0.07468195878998206,1.2395298246311517,False
SpecDivW1 Q700,24,0.8407145515581026,0.7976692043437646,1.0539639075696183,True
|RQE| Q700,24,-0.021897573101644714,-0.03942453671091547,0.5554300678841442,False
Vag/Vg 850hPa,24,0.05730267862478892,0.05189184844493866,1.104271293892943,True
|Vag| 850hPa,24,0.6998565594355265,0.6469469120105108,1.0817835999256706,True
Vag/Vg 500hPa,24,0.11282251278559366,0.09897335742910703,1.139928115163786,True
|Vag| 500hPa,24,2.166432499885559,1.946947693824768,1.112732769738469,True
Vag/Vg 250hPa,24,0.08694938073555629,0.07578654711445172,1.1472930756991293,True
|Vag| 250hPa,24,2.7558968464533486,2.457947244246801,1.1212188759966042,True
div/vort 850hPa,24,0.028579292198022205,0.029453344643115997,0.9703241701177024,True
div/vort 500hPa,24,0.05347847566008568,0.054910144147773586,0.9739270673951426,True
div/vort 250hPa,24,0.03693472594022751,0.03833389841020107,0.9635003866551378,True
HypsRel 600-500,24,0.0005496167791242022,0.0004826111198959132,1.1388398577362666,True
LapseW1 mean,24,0.0024238350645949445,0.0016223520118122299,1.494025369924143,False
|DryAir Md err|,24,-69177606580906.664,-26720423204181.332,2.588941277325332,False
neg-q fraction,24,0.002807349874084745,0.0025800586736674327,1.088095361061781,True
|neg-q mass|,24,73791166693.33333,91505446347.33333,0.806412838130304,True
DKE<1000km 500hPa,24,0.03793728103240331,0.03480680100619793,1.0899387457539678,True
DKEpert<1000km 500hPa,24,0.14724680045401328,0.13116499688476324,1.1226074330133895,True
