# per-initialisation RMSE degradation vs FP32, percent. source=harness_results.pt vars=7. Spread over inits is WEATHER VARIABILITY, not an interval on the mean -- inits are autocorrelated and n_eff is well below n.
tag,lead,init,deg_pct
W8A8_knee,24,31,8.85384
W8A8_knee,24,32,8.91726
W8A8_knee,24,33,6.94212
W8A8_knee,24,34,7.45007
W8A8_knee,24,35,5.69904
W8A8_knee,24,36,8.39814
W8A8_knee,24,37,8.31089
W8A8_knee,24,38,8.15943
W8A8_knee,24,39,9.42083
W8A8_knee,24,40,8.11232
W8A8_knee,24,41,7.27496
W8A8_knee,24,42,6.38041
W8A8_knee,24,43,7.84141
W8A8_knee,24,44,5.56436
W8A8_knee,24,45,7.40571
W8A8_knee,24,46,7.58135
W8A8_knee,24,47,6.58877
W8A8_knee,72,0,7.99236
W8A8_knee,72,1,4.16192
W8A8_knee,72,2,8.14429
W8A8_knee,72,3,3.03974
W8A8_knee,72,4,9.03683
W8A8_knee,72,5,4.62908
W8A8_knee,72,6,3.34929
W8A8_knee,72,7,5.4873
W8A8_knee,72,8,6.40431
W8A8_knee,72,9,3.68251
W8A8_knee,72,10,2.65276
W8A8_knee,72,11,6.99768
W8A8_knee,72,12,8.11231
W8A8_knee,72,13,6.64674
W8A8_knee,72,14,4.90168
W8A8_knee,72,15,5.68232
W8A8_knee,72,16,3.29868
W8A8_knee,72,17,1.57562
W8A8_knee,72,18,4.43374
W8A8_knee,72,19,0.957202
W8A8_knee,72,20,5.15273
W8A8_knee,72,21,1.02594
W8A8_knee,72,22,-0.509866
W8A8_knee,72,23,1.75901
W8A8_knee,72,24,1.69205
W8A8_knee,72,25,3.6996
W8A8_knee,72,26,3.29375
W8A8_knee,72,27,1.93404
W8A8_knee,72,28,0.00803447
W8A8_knee,72,29,3.50097
W8A8_knee,72,30,2.03714
W8A8_knee,72,31,0.933751
W8A8_knee,72,32,8.45365
W8A8_knee,72,33,0.768267
W8A8_knee,72,34,2.69513
W8A8_knee,72,35,2.07275
W8A8_knee,72,36,1.29394
W8A8_knee,72,37,5.81903
W8A8_knee,72,38,2.42589
W8A8_knee,72,39,7.37314
W8A8_knee,72,40,4.65612
W8A8_knee,72,41,3.73347
W8A8_knee,72,42,-0.763481
W8A8_knee,72,43,4.78062
W8A8_knee,72,44,-1.32071
W8A8_knee,72,45,1.87316
W8A8_knee,72,46,6.77618
W8A8_knee,72,47,5.4148
W8A8_knee,120,0,2.87837
W8A8_knee,120,1,0.985426
W8A8_knee,120,2,8.41957
W8A8_knee,120,3,2.98824
W8A8_knee,120,4,8.35841
W8A8_knee,120,5,-1.01622
W8A8_knee,120,6,2.30547
W8A8_knee,120,7,9.87236
W8A8_knee,120,8,9.69599
W8A8_knee,120,9,8.59944
W8A8_knee,120,10,8.30964
W8A8_knee,120,11,4.01242
W8A8_knee,120,12,2.27238
W8A8_knee,120,13,8.64616
W8A8_knee,120,14,2.96186
W8A8_knee,120,15,0.156032
W8A8_knee,120,16,5.73814
W8A8_knee,120,17,-0.816154
W8A8_knee,120,18,1.63803
W8A8_knee,120,19,-1.63179
W8A8_knee,120,20,-1.75438
W8A8_knee,120,21,4.46033
W8A8_knee,120,22,-1.37802
W8A8_knee,120,23,3.9886
W8A8_knee,120,24,6.79504
W8A8_knee,120,25,1.44046
W8A8_knee,120,26,0.870405
W8A8_knee,120,27,-2.4172
W8A8_knee,120,28,4.01987
W8A8_knee,120,29,3.58652
W8A8_knee,120,30,3.73218
W8A8_knee,120,31,-3.26283
W8A8_knee,120,32,5.80015
W8A8_knee,120,33,3.00898
W8A8_knee,120,34,-0.0050075
W8A8_knee,120,35,-2.93826
W8A8_knee,120,36,0.908188
W8A8_knee,120,37,0.350444
W8A8_knee,120,38,0.777074
W8A8_knee,120,39,3.74868
W8A8_knee,120,40,1.41593
W8A8_knee,120,41,-1.53835
W8A8_knee,120,42,-4.1488
W8A8_knee,120,43,-0.102589
W8A8_knee,120,44,-1.73951
W8A8_knee,120,45,-2.55711
W8A8_knee,120,46,2.60321
W8A8_knee,120,47,-0.544046
W8A8_knee,168,0,4.88219
W8A8_knee,168,1,-1.62141
W8A8_knee,168,2,3.7319
W8A8_knee,168,3,-1.18432
W8A8_knee,168,4,7.40691
W8A8_knee,168,5,-4.67696
W8A8_knee,168,6,1.71256
W8A8_knee,168,7,10.7838
W8A8_knee,168,8,14.2069
W8A8_knee,168,9,4.90697
W8A8_knee,168,10,11.5415
W8A8_knee,168,11,2.58828
W8A8_knee,168,12,-2.72291
W8A8_knee,168,13,4.30217
W8A8_knee,168,14,0.518372
W8A8_knee,168,15,1.4001
W8A8_knee,168,16,-1.63335
W8A8_knee,168,17,0.768287
W8A8_knee,168,18,6.43128
W8A8_knee,168,19,-4.36196
W8A8_knee,168,20,0.541416
W8A8_knee,168,21,1.30767
W8A8_knee,168,22,-3.01213
W8A8_knee,168,23,-3.9215
W8A8_knee,168,24,-0.48405
W8A8_knee,168,25,-6.30631
W8A8_knee,168,26,1.08026
W8A8_knee,168,27,-4.82134
W8A8_knee,168,28,2.83221
W8A8_knee,168,29,5.60903
W8A8_knee,168,30,7.9036
W8A8_knee,168,31,-1.22171
W8A8_knee,168,32,2.98583
W8A8_knee,168,33,5.94521
W8A8_knee,168,34,7.68273
W8A8_knee,168,35,2.62899
W8A8_knee,168,36,2.86694
W8A8_knee,168,37,0.202096
W8A8_knee,168,38,8.74128
W8A8_knee,168,39,9.74406
W8A8_knee,168,40,8.15095
W8A8_knee,168,41,-3.65097
W8A8_knee,168,42,-8.70221
W8A8_knee,168,43,-5.0612
W8A8_knee,168,44,2.58859
W8A8_knee,168,45,-5.09186
W8A8_knee,168,46,-4.03875
W8A8_knee,168,47,1.60446
W8A8_span1,24,0,2.28547
W8A8_span1,24,1,2.14993
W8A8_span1,24,2,2.14399
W8A8_span1,24,3,1.92717
W8A8_span1,24,4,3.09347
W8A8_span1,24,5,2.48024
W8A8_span1,24,6,2.14921
W8A8_span1,24,7,2.3916
W8A8_span1,24,8,3.59765
W8A8_span1,24,9,2.70403
W8A8_span1,24,10,2.01035
W8A8_span1,24,11,3.72643
W8A8_span1,24,12,2.37585
W8A8_span1,24,13,1.6331
W8A8_span1,24,14,1.96719
W8A8_span1,24,15,2.90314
W8A8_span1,24,16,2.20991
W8A8_span1,24,17,2.38695
W8A8_span1,24,18,1.94745
W8A8_span1,24,19,3.10163
W8A8_span1,24,20,2.53552
W8A8_span1,24,21,1.15618
W8A8_span1,24,22,2.27861
W8A8_span1,24,23,1.85471
W8A8_span1,24,24,1.54993
W8A8_span1,24,25,2.39719
W8A8_span1,24,26,2.20828
W8A8_span1,24,27,1.71243
W8A8_span1,24,28,1.56048
W8A8_span1,24,29,1.91958
W8A8_span1,24,30,1.93811
W8A8_span1,24,31,1.58254
W8A8_span1,24,32,2.43212
W8A8_span1,24,33,2.31603
W8A8_span1,24,34,2.19364
W8A8_span1,24,35,2.17449
W8A8_span1,24,36,2.60743
W8A8_span1,24,37,2.61323
W8A8_span1,24,38,2.40239
W8A8_span1,24,39,3.28268
W8A8_span1,24,40,2.94677
W8A8_span1,24,41,1.56814
W8A8_span1,24,42,2.03144
W8A8_span1,24,43,1.61043
W8A8_span1,24,44,1.21994
W8A8_span1,24,45,3.20248
W8A8_span1,24,46,2.59123
W8A8_span1,24,47,2.21175
W8A8_span1,72,0,3.64018
W8A8_span1,72,1,3.88861
W8A8_span1,72,2,2.00922
W8A8_span1,72,3,1.15986
W8A8_span1,72,4,3.3566
W8A8_span1,72,5,1.29133
W8A8_span1,72,6,2.4292
W8A8_span1,72,7,5.22796
W8A8_span1,72,8,4.70182
W8A8_span1,72,9,3.26401
W8A8_span1,72,10,0.986691
W8A8_span1,72,11,3.05779
W8A8_span1,72,12,1.46898
W8A8_span1,72,13,2.38689
W8A8_span1,72,14,3.44012
W8A8_span1,72,15,-0.959542
W8A8_span1,72,16,3.08063
W8A8_span1,72,17,0.422134
W8A8_span1,72,18,2.86511
W8A8_span1,72,19,1.10282
W8A8_span1,72,20,0.0549167
W8A8_span1,72,21,0.552519
W8A8_span1,72,22,0.839556
W8A8_span1,72,23,3.86296
W8A8_span1,72,24,-0.678503
W8A8_span1,72,25,2.31124
W8A8_span1,72,26,1.29427
W8A8_span1,72,27,1.49035
W8A8_span1,72,28,-1.5658
W8A8_span1,72,29,2.06815
W8A8_span1,72,30,1.07302
W8A8_span1,72,31,-0.468258
W8A8_span1,72,32,4.72629
W8A8_span1,72,33,2.93762
W8A8_span1,72,34,2.10365
W8A8_span1,72,35,1.11524
W8A8_span1,72,36,2.81584
W8A8_span1,72,37,0.780945
W8A8_span1,72,38,-0.388146
W8A8_span1,72,39,3.61939
W8A8_span1,72,40,3.48112
W8A8_span1,72,41,2.43501
W8A8_span1,72,42,1.78541
W8A8_span1,72,43,0.53609
W8A8_span1,72,44,3.24715
W8A8_span1,72,45,1.29904
W8A8_span1,72,46,1.16523
W8A8_span1,72,47,4.88727
W8A8_span1,120,0,4.76466
W8A8_span1,120,1,2.16902
W8A8_span1,120,2,1.86801
W8A8_span1,120,3,4.95471
W8A8_span1,120,4,2.58834
W8A8_span1,120,5,0.896027
W8A8_span1,120,6,5.74446
W8A8_span1,120,7,11.6072
W8A8_span1,120,8,4.41641
W8A8_span1,120,9,7.74352
W8A8_span1,120,10,6.81877
W8A8_span1,120,11,4.82127
W8A8_span1,120,12,1.12055
W8A8_span1,120,13,2.19369
W8A8_span1,120,14,4.4669
W8A8_span1,120,15,-0.860361
W8A8_span1,120,16,3.97058
W8A8_span1,120,17,-0.366455
W8A8_span1,120,18,6.76818
W8A8_span1,120,19,-0.422973
W8A8_span1,120,20,-4.76341
W8A8_span1,120,21,5.08011
W8A8_span1,120,22,0.614002
W8A8_span1,120,23,6.34071
W8A8_span1,120,24,-2.62878
W8A8_span1,120,25,0.551146
W8A8_span1,120,26,-2.36483
W8A8_span1,120,27,1.52723
W8A8_span1,120,28,-2.64404
W8A8_span1,120,29,4.40842
W8A8_span1,120,30,1.94123
W8A8_span1,120,31,-1.12456
W8A8_span1,120,32,1.9014
W8A8_span1,120,33,5.50246
W8A8_span1,120,34,4.05351
W8A8_span1,120,35,0.559192
W8A8_span1,120,36,4.06027
W8A8_span1,120,37,-0.200469
W8A8_span1,120,38,3.03539
W8A8_span1,120,39,6.91665
W8A8_span1,120,40,-1.51
W8A8_span1,120,41,2.58854
W8A8_span1,120,42,1.31923
W8A8_span1,120,43,1.95566
W8A8_span1,120,44,5.10776
W8A8_span1,120,45,3.46824
W8A8_span1,120,46,5.11883
W8A8_span1,120,47,1.63249
W8A8_span1,168,0,2.0873
W8A8_span1,168,1,2.09265
W8A8_span1,168,2,5.50807
W8A8_span1,168,3,-2.15587
W8A8_span1,168,4,1.0957
W8A8_span1,168,5,-2.96036
W8A8_span1,168,6,1.54454
W8A8_span1,168,7,8.35177
W8A8_span1,168,8,7.4583
W8A8_span1,168,9,10.5791
W8A8_span1,168,10,11.2574
W8A8_span1,168,11,7.78516
W8A8_span1,168,12,-3.69896
W8A8_span1,168,13,0.527362
W8A8_span1,168,14,7.42656
W8A8_span1,168,15,2.17353
W8A8_span1,168,16,-2.75253
W8A8_span1,168,17,1.05307
W8A8_span1,168,18,6.13786
W8A8_span1,168,19,-0.97166
W8A8_span1,168,20,-3.74936
W8A8_span1,168,21,7.58767
W8A8_span1,168,22,0.111217
W8A8_span1,168,23,3.14558
W8A8_span1,168,24,-2.22108
W8A8_span1,168,25,-5.80447
W8A8_span1,168,26,-1.02375
W8A8_span1,168,27,1.58689
W8A8_span1,168,28,3.7782
W8A8_span1,168,29,4.32458
W8A8_span1,168,30,1.49437
W8A8_span1,168,31,-6.26718
W8A8_span1,168,32,0.157601
W8A8_span1,168,33,5.50623
W8A8_span1,168,34,9.99766
W8A8_span1,168,35,1.89527
W8A8_span1,168,36,4.78888
W8A8_span1,168,37,-2.69871
W8A8_span1,168,38,11.2416
W8A8_span1,168,39,5.07356
W8A8_span1,168,40,0.300521
W8A8_span1,168,41,3.2423
W8A8_span1,168,42,-2.23682
W8A8_span1,168,43,2.70743
W8A8_span1,168,44,4.96279
W8A8_span1,168,45,-0.280345
W8A8_span1,168,46,5.31664
W8A8_span1,168,47,2.15849
W8A8_span2,24,0,2.71112
W8A8_span2,24,1,2.8138
W8A8_span2,24,2,2.63521
W8A8_span2,24,3,2.15727
W8A8_span2,24,4,3.22717
W8A8_span2,24,5,2.75678
W8A8_span2,24,6,2.74142
W8A8_span2,24,7,3.16728
W8A8_span2,24,8,3.80294
