# per (initialisation, variable) RMSE for the config and FP32. source=harness_results.pt. Raw material for the POOLED bootstrap: pooling happens inside each resample, so a pre-collapsed degradation series cannot produce it.
tag,lead,init,var,r_cfg,r_ref
ceiling,24,34,v_component_of_wind_500,1.540138245,1.540430427
ceiling,24,35,geopotential_500,47.71604919,47.67575073
ceiling,24,35,temperature_850,0.6599947214,0.6603797674
ceiling,24,35,2m_temperature,0.6547428966,0.6547647119
ceiling,24,35,mean_sea_level_pressure,53.56872559,53.50330734
ceiling,24,35,specific_humidity_700,0.0006003493327,0.0006002701703
ceiling,24,35,u_component_of_wind_500,1.456058383,1.456546068
ceiling,24,35,v_component_of_wind_500,1.481191516,1.480863571
ceiling,24,36,geopotential_500,47.28447723,47.23365021
ceiling,24,36,temperature_850,0.6489459872,0.6490033865
ceiling,24,36,2m_temperature,0.6551695466,0.6550121903
ceiling,24,36,mean_sea_level_pressure,56.20275116,56.15397644
ceiling,24,36,specific_humidity_700,0.0006230994477,0.0006232053274
ceiling,24,36,u_component_of_wind_500,1.508390784,1.507244229
ceiling,24,36,v_component_of_wind_500,1.501704574,1.501608491
ceiling,24,37,geopotential_500,44.10129547,44.1440239
ceiling,24,37,temperature_850,0.6855857968,0.685270071
ceiling,24,37,2m_temperature,0.6474248767,0.6475524902
ceiling,24,37,mean_sea_level_pressure,48.68778992,48.64510727
ceiling,24,37,specific_humidity_700,0.000624048349,0.0006239154609
ceiling,24,37,u_component_of_wind_500,1.483286142,1.483042002
ceiling,24,37,v_component_of_wind_500,1.502570748,1.50271225
ceiling,24,38,geopotential_500,56.52145004,56.5209198
ceiling,24,38,temperature_850,0.6572418213,0.6570701003
ceiling,24,38,2m_temperature,0.6745820642,0.6746174693
ceiling,24,38,mean_sea_level_pressure,51.65987778,51.68890381
ceiling,24,38,specific_humidity_700,0.0005963612348,0.0005964153679
ceiling,24,38,u_component_of_wind_500,1.532538176,1.532536507
ceiling,24,38,v_component_of_wind_500,1.58278203,1.58283484
ceiling,24,39,geopotential_500,40.15454102,40.13194275
ceiling,24,39,temperature_850,0.6715735793,0.6715732217
ceiling,24,39,2m_temperature,0.6981448531,0.6977649927
ceiling,24,39,mean_sea_level_pressure,48.98336029,48.94986343
ceiling,24,39,specific_humidity_700,0.0006144970539,0.0006145098596
ceiling,24,39,u_component_of_wind_500,1.509100556,1.508101106
ceiling,24,39,v_component_of_wind_500,1.532764912,1.532287598
ceiling,24,40,geopotential_500,39.75111008,39.74077988
ceiling,24,40,temperature_850,0.6365436316,0.6362237334
ceiling,24,40,2m_temperature,0.6920512319,0.691675365
ceiling,24,40,mean_sea_level_pressure,46.59049988,46.5386467
ceiling,24,40,specific_humidity_700,0.0005931589985,0.0005933287903
ceiling,24,40,u_component_of_wind_500,1.434937119,1.434264779
ceiling,24,40,v_component_of_wind_500,1.485799789,1.48519659
ceiling,24,41,geopotential_500,46.4108963,46.43237305
ceiling,24,41,temperature_850,0.6453974843,0.6454120874
ceiling,24,41,2m_temperature,0.6767352223,0.676797688
ceiling,24,41,mean_sea_level_pressure,48.29857635,48.2853241
ceiling,24,41,specific_humidity_700,0.0005904690479,0.0005905571743
ceiling,24,41,u_component_of_wind_500,1.449372411,1.448926091
ceiling,24,41,v_component_of_wind_500,1.484775424,1.485052466
ceiling,24,42,geopotential_500,44.96007156,44.9907074
ceiling,24,42,temperature_850,0.6080312133,0.6083833575
ceiling,24,42,2m_temperature,0.7377577424,0.7376987934
ceiling,24,42,mean_sea_level_pressure,50.23818207,50.3134079
ceiling,24,42,specific_humidity_700,0.000589088595,0.0005891884794
ceiling,24,42,u_component_of_wind_500,1.532118678,1.532721996
ceiling,24,42,v_component_of_wind_500,1.588507891,1.588577032
ceiling,24,43,geopotential_500,45.7628746,45.79892731
ceiling,24,43,temperature_850,0.6127941012,0.6129731536
ceiling,24,43,2m_temperature,0.7187820077,0.7187363505
ceiling,24,43,mean_sea_level_pressure,51.42217255,51.51038361
ceiling,24,43,specific_humidity_700,0.0006246642442,0.0006244021934
ceiling,24,43,u_component_of_wind_500,1.536053777,1.535972714
ceiling,24,43,v_component_of_wind_500,1.566055655,1.565269709
ceiling,24,44,geopotential_500,58.39723587,58.37620544
ceiling,24,44,temperature_850,0.688663125,0.689063251
ceiling,24,44,2m_temperature,0.7428441048,0.742341876
ceiling,24,44,mean_sea_level_pressure,57.39352798,57.29329681
ceiling,24,44,specific_humidity_700,0.0006264080876,0.0006262648967
ceiling,24,44,u_component_of_wind_500,1.661041021,1.66097188
ceiling,24,44,v_component_of_wind_500,1.681677222,1.68108201
ceiling,24,45,geopotential_500,46.16093063,46.20303345
ceiling,24,45,temperature_850,0.6293090582,0.6292071939
ceiling,24,45,2m_temperature,0.705178678,0.7054666877
