var,tag,lead,k,ratio
Z500,W8A8_floor,120,631,7.84415701
Z500,W8A8_floor,120,632,7.732266435
Z500,W8A8_floor,120,633,7.574330853
Z500,W8A8_floor,120,634,7.513489668
Z500,W8A8_floor,120,635,7.992166446
Z500,W8A8_floor,120,636,7.629078735
Z500,W8A8_floor,120,637,6.692442965
Z500,W8A8_floor,120,638,7.408459705
Z500,W8A8_floor,120,639,7.507785255
Z500,W8A8_floor,120,640,7.284503894
Z500,W8A8_floor,120,641,7.475821539
Z500,W8A8_floor,120,642,7.220017618
Z500,W8A8_floor,120,643,7.099757402
Z500,W8A8_floor,120,644,6.661296307
Z500,W8A8_floor,120,645,6.144882362
Z500,W8A8_floor,120,646,6.07164197
Z500,W8A8_floor,120,647,6.459091026
Z500,W8A8_floor,120,648,6.810591369
Z500,W8A8_floor,120,649,6.584814298
Z500,W8A8_floor,120,650,6.398171426
Z500,W8A8_floor,120,651,6.540229186
Z500,W8A8_floor,120,652,6.427909071
Z500,W8A8_floor,120,653,6.232099666
Z500,W8A8_floor,120,654,6.075252873
Z500,W8A8_floor,120,655,5.856927594
Z500,W8A8_floor,120,656,5.639876583
Z500,W8A8_floor,120,657,5.685589089
Z500,W8A8_floor,120,658,5.808358555
Z500,W8A8_floor,120,659,5.562789317
Z500,W8A8_floor,120,660,5.559857488
Z500,W8A8_floor,120,661,5.470374582
Z500,W8A8_floor,120,662,5.528221449
Z500,W8A8_floor,120,663,5.362512422
Z500,W8A8_floor,120,664,5.38950936
Z500,W8A8_floor,120,665,5.164080759
Z500,W8A8_floor,120,666,5.170367625
Z500,W8A8_floor,120,667,5.143691687
Z500,W8A8_floor,120,668,5.077130956
Z500,W8A8_floor,120,669,4.848007176
Z500,W8A8_floor,120,670,4.717722217
Z500,W8A8_floor,120,671,4.770817615
Z500,W8A8_floor,120,672,4.762808969
Z500,W8A8_floor,120,673,4.727734964
Z500,W8A8_floor,120,674,4.552641217
Z500,W8A8_floor,120,675,4.639347563
Z500,W8A8_floor,120,676,4.577554745
Z500,W8A8_floor,120,677,4.391865968
Z500,W8A8_floor,120,678,4.363110474
Z500,W8A8_floor,120,679,4.448704958
Z500,W8A8_floor,120,680,4.242865244
Z500,W8A8_floor,120,681,4.122826243
Z500,W8A8_floor,120,682,4.147499462
Z500,W8A8_floor,120,683,4.134649377
Z500,W8A8_floor,120,684,4.023759108
Z500,W8A8_floor,120,685,4.013603753
Z500,W8A8_floor,120,686,4.05270206
Z500,W8A8_floor,120,687,3.874689517
Z500,W8A8_floor,120,688,3.811640962
Z500,W8A8_floor,120,689,3.794150319
Z500,W8A8_floor,120,690,3.603150787
Z500,W8A8_floor,120,691,3.60734823
Z500,W8A8_floor,120,692,3.582345338
Z500,W8A8_floor,120,693,3.524211071
Z500,W8A8_floor,120,694,3.446783956
Z500,W8A8_floor,120,695,3.411952745
Z500,W8A8_floor,120,696,3.398044587
Z500,W8A8_floor,120,697,3.172304237
Z500,W8A8_floor,120,698,3.068093194
Z500,W8A8_floor,120,699,2.915271268
Z500,W8A8_floor,120,700,2.892782726
Z500,W8A8_floor,120,701,2.888895009
Z500,W8A8_floor,120,702,2.734441479
Z500,W8A8_floor,120,703,2.668122367
Z500,W8A8_floor,120,704,2.636993184
Z500,W8A8_floor,120,705,2.511929266
Z500,W8A8_floor,120,706,2.480639378
Z500,W8A8_floor,120,707,2.280751072
Z500,W8A8_floor,120,708,2.402914466
Z500,W8A8_floor,120,709,2.271681765
Z500,W8A8_floor,120,710,2.262887293
Z500,W8A8_floor,120,711,2.269969999
Z500,W8A8_floor,120,712,2.284516311
Z500,W8A8_floor,120,713,2.215625383
Z500,W8A8_floor,120,714,2.063250177
Z500,W8A8_floor,120,715,1.998803207
Z500,W8A8_floor,120,716,2.00191359
Z500,W8A8_floor,120,717,1.777733201
Z500,W8A8_floor,120,718,1.33798474
Z500,W8A8_floor,120,719,1.433498283
Z500,W8A8_floor,120,720,2.437170984
Z500,W8A8_span1,120,1,1.031538755
Z500,W8A8_span1,120,2,1.007370371
Z500,W8A8_span1,120,3,1.021876735
Z500,W8A8_span1,120,4,1.023594598
Z500,W8A8_span1,120,5,1.010914945
Z500,W8A8_span1,120,6,1.023520258
Z500,W8A8_span1,120,7,1.04333503
Z500,W8A8_span1,120,8,1.014708048
Z500,W8A8_span1,120,9,1.047236222
Z500,W8A8_span1,120,10,1.045985987
Z500,W8A8_span1,120,11,1.03064764
Z500,W8A8_span1,120,12,1.043327101
Z500,W8A8_span1,120,13,1.092332528
Z500,W8A8_span1,120,14,1.084122719
Z500,W8A8_span1,120,15,1.035921642
Z500,W8A8_span1,120,16,1.068621018
Z500,W8A8_span1,120,17,1.094147647
Z500,W8A8_span1,120,18,1.045701634
Z500,W8A8_span1,120,19,1.042746584
Z500,W8A8_span1,120,20,1.099833492
Z500,W8A8_span1,120,21,1.088055135
Z500,W8A8_span1,120,22,1.050977279
Z500,W8A8_span1,120,23,1.060534267
Z500,W8A8_span1,120,24,1.091393419
Z500,W8A8_span1,120,25,1.128504726
Z500,W8A8_span1,120,26,1.036749728
Z500,W8A8_span1,120,27,1.10551067
Z500,W8A8_span1,120,28,1.052588023
Z500,W8A8_span1,120,29,0.9741427394
Z500,W8A8_span1,120,30,1.048043429
Z500,W8A8_span1,120,31,1.025007896
Z500,W8A8_span1,120,32,1.003274398
Z500,W8A8_span1,120,33,1.040280159
Z500,W8A8_span1,120,34,1.04279026
Z500,W8A8_span1,120,35,1.024483044
Z500,W8A8_span1,120,36,1.045804601
Z500,W8A8_span1,120,37,0.9996292749
Z500,W8A8_span1,120,38,1.018146686
Z500,W8A8_span1,120,39,0.9864682211
Z500,W8A8_span1,120,40,1.017175491
Z500,W8A8_span1,120,41,1.004206461
Z500,W8A8_span1,120,42,1.006485705
Z500,W8A8_span1,120,43,1.036097991
Z500,W8A8_span1,120,44,0.9289646563
Z500,W8A8_span1,120,45,0.9946570641
Z500,W8A8_span1,120,46,0.966228887
Z500,W8A8_span1,120,47,0.9972235892
Z500,W8A8_span1,120,48,1.064532732
Z500,W8A8_span1,120,49,1.026535202
Z500,W8A8_span1,120,50,0.9727770922
Z500,W8A8_span1,120,51,0.9970727538
Z500,W8A8_span1,120,52,0.9770639211
Z500,W8A8_span1,120,53,0.994438459
Z500,W8A8_span1,120,54,1.030111698
Z500,W8A8_span1,120,55,0.9846369472
Z500,W8A8_span1,120,56,1.064845388
Z500,W8A8_span1,120,57,0.9796106729
Z500,W8A8_span1,120,58,1.007607187
Z500,W8A8_span1,120,59,1.040502938
Z500,W8A8_span1,120,60,0.9988155837
Z500,W8A8_span1,120,61,1.032769698
Z500,W8A8_span1,120,62,1.013283872
Z500,W8A8_span1,120,63,0.9787028665
Z500,W8A8_span1,120,64,1.058761856
Z500,W8A8_span1,120,65,1.019891883
Z500,W8A8_span1,120,66,1.063848483
Z500,W8A8_span1,120,67,1.031891667
Z500,W8A8_span1,120,68,1.019594733
Z500,W8A8_span1,120,69,0.9963634539
Z500,W8A8_span1,120,70,1.024092415
Z500,W8A8_span1,120,71,0.9954835969
Z500,W8A8_span1,120,72,1.014851043
Z500,W8A8_span1,120,73,0.991081189
Z500,W8A8_span1,120,74,1.023150234
Z500,W8A8_span1,120,75,1.025422707
Z500,W8A8_span1,120,76,1.017821253
Z500,W8A8_span1,120,77,1.02510818
Z500,W8A8_span1,120,78,1.064960381
Z500,W8A8_span1,120,79,1.011928265
Z500,W8A8_span1,120,80,1.043089132
Z500,W8A8_span1,120,81,1.056587601
Z500,W8A8_span1,120,82,1.065251941
Z500,W8A8_span1,120,83,1.043728759
Z500,W8A8_span1,120,84,1.067689119
Z500,W8A8_span1,120,85,1.055995804
Z500,W8A8_span1,120,86,1.048052405
Z500,W8A8_span1,120,87,1.062534629
Z500,W8A8_span1,120,88,1.064377498
Z500,W8A8_span1,120,89,1.072831857
Z500,W8A8_span1,120,90,1.004363899
Z500,W8A8_span1,120,91,1.064935334
Z500,W8A8_span1,120,92,1.110820558
Z500,W8A8_span1,120,93,1.05053359
Z500,W8A8_span1,120,94,1.078290515
Z500,W8A8_span1,120,95,1.065370656
Z500,W8A8_span1,120,96,1.05008393
Z500,W8A8_span1,120,97,1.103361617
Z500,W8A8_span1,120,98,1.087454792
Z500,W8A8_span1,120,99,1.062433027
Z500,W8A8_span1,120,100,1.09594781
Z500,W8A8_span1,120,101,1.156960108
Z500,W8A8_span1,120,102,1.112884668
Z500,W8A8_span1,120,103,1.111571489
Z500,W8A8_span1,120,104,1.143444247
Z500,W8A8_span1,120,105,1.127975151
Z500,W8A8_span1,120,106,1.116032765
Z500,W8A8_span1,120,107,1.128519871
Z500,W8A8_span1,120,108,1.087130936
Z500,W8A8_span1,120,109,1.114843948
Z500,W8A8_span1,120,110,1.124329287
Z500,W8A8_span1,120,111,1.150334109
Z500,W8A8_span1,120,112,1.190839032
Z500,W8A8_span1,120,113,1.160683826
Z500,W8A8_span1,120,114,1.141747693
Z500,W8A8_span1,120,115,1.195416712
Z500,W8A8_span1,120,116,1.178917299
Z500,W8A8_span1,120,117,1.195427934
Z500,W8A8_span1,120,118,1.232189734
Z500,W8A8_span1,120,119,1.266790974
Z500,W8A8_span1,120,120,1.253433083
Z500,W8A8_span1,120,121,1.224237331
Z500,W8A8_span1,120,122,1.284514119
Z500,W8A8_span1,120,123,1.297768038
Z500,W8A8_span1,120,124,1.252973692
Z500,W8A8_span1,120,125,1.263192131
Z500,W8A8_span1,120,126,1.275983097
Z500,W8A8_span1,120,127,1.316099261
Z500,W8A8_span1,120,128,1.304875339
Z500,W8A8_span1,120,129,1.333361578
Z500,W8A8_span1,120,130,1.344743873
Z500,W8A8_span1,120,131,1.394903798
Z500,W8A8_span1,120,132,1.341286387
Z500,W8A8_span1,120,133,1.313766287
Z500,W8A8_span1,120,134,1.334164832
Z500,W8A8_span1,120,135,1.348711447
Z500,W8A8_span1,120,136,1.428768614
Z500,W8A8_span1,120,137,1.379300179
Z500,W8A8_span1,120,138,1.398137975
Z500,W8A8_span1,120,139,1.429271162
Z500,W8A8_span1,120,140,1.415812793
Z500,W8A8_span1,120,141,1.405205688
Z500,W8A8_span1,120,142,1.390544381
Z500,W8A8_span1,120,143,1.480370666
Z500,W8A8_span1,120,144,1.459305402
Z500,W8A8_span1,120,145,1.440868159
Z500,W8A8_span1,120,146,1.476147094
Z500,W8A8_span1,120,147,1.505518228
Z500,W8A8_span1,120,148,1.426813014
Z500,W8A8_span1,120,149,1.459208481
Z500,W8A8_span1,120,150,1.445256783
Z500,W8A8_span1,120,151,1.526001464
Z500,W8A8_span1,120,152,1.56417343
Z500,W8A8_span1,120,153,1.571436587
Z500,W8A8_span1,120,154,1.613219015
Z500,W8A8_span1,120,155,1.564531838
Z500,W8A8_span1,120,156,1.557746737
Z500,W8A8_span1,120,157,1.580821401
Z500,W8A8_span1,120,158,1.608486084
Z500,W8A8_span1,120,159,1.638884944
Z500,W8A8_span1,120,160,1.596902832
Z500,W8A8_span1,120,161,1.609061183
Z500,W8A8_span1,120,162,1.613307429
Z500,W8A8_span1,120,163,1.626867377
Z500,W8A8_span1,120,164,1.660012717
Z500,W8A8_span1,120,165,1.641641746
Z500,W8A8_span1,120,166,1.666843598
Z500,W8A8_span1,120,167,1.579466124
Z500,W8A8_span1,120,168,1.684557895
Z500,W8A8_span1,120,169,1.690124577
Z500,W8A8_span1,120,170,1.648675327
Z500,W8A8_span1,120,171,1.579990339
Z500,W8A8_span1,120,172,1.587045959
Z500,W8A8_span1,120,173,1.604554904
Z500,W8A8_span1,120,174,1.62399704
Z500,W8A8_span1,120,175,1.667798093
Z500,W8A8_span1,120,176,1.691357342
Z500,W8A8_span1,120,177,1.653149106
Z500,W8A8_span1,120,178,1.552497658
Z500,W8A8_span1,120,179,1.598736878
Z500,W8A8_span1,120,180,1.103801782
Z500,W8A8_span1,120,181,1.590369737
Z500,W8A8_span1,120,182,1.563905899
Z500,W8A8_span1,120,183,1.663126606
Z500,W8A8_span1,120,184,1.713469896
Z500,W8A8_span1,120,185,1.694861237
Z500,W8A8_span1,120,186,1.653666745
Z500,W8A8_span1,120,187,1.657949929
Z500,W8A8_span1,120,188,1.592594174
Z500,W8A8_span1,120,189,1.61923509
Z500,W8A8_span1,120,190,1.707889653
Z500,W8A8_span1,120,191,1.81858059
Z500,W8A8_span1,120,192,1.756810703
Z500,W8A8_span1,120,193,1.744820705
Z500,W8A8_span1,120,194,1.749221443
Z500,W8A8_span1,120,195,1.765132173
Z500,W8A8_span1,120,196,1.858866154
Z500,W8A8_span1,120,197,1.772905665
Z500,W8A8_span1,120,198,1.799972794
Z500,W8A8_span1,120,199,1.80350077
Z500,W8A8_span1,120,200,1.81554111
Z500,W8A8_span1,120,201,1.844744927
Z500,W8A8_span1,120,202,1.803253349
Z500,W8A8_span1,120,203,1.780462623
Z500,W8A8_span1,120,204,1.747334882
Z500,W8A8_span1,120,205,1.793621841
Z500,W8A8_span1,120,206,1.88495937
Z500,W8A8_span1,120,207,1.817847234
Z500,W8A8_span1,120,208,1.923183765
Z500,W8A8_span1,120,209,1.809110269
Z500,W8A8_span1,120,210,1.601398103
Z500,W8A8_span1,120,211,1.786043791
Z500,W8A8_span1,120,212,1.63759321
Z500,W8A8_span1,120,213,1.771774817
Z500,W8A8_span1,120,214,1.821648931
Z500,W8A8_span1,120,215,1.856023876
Z500,W8A8_span1,120,216,1.84840699
Z500,W8A8_span1,120,217,1.928570813
Z500,W8A8_span1,120,218,1.740736721
Z500,W8A8_span1,120,219,1.893657188
Z500,W8A8_span1,120,220,1.864099452
Z500,W8A8_span1,120,221,1.924171197
Z500,W8A8_span1,120,222,1.911595
Z500,W8A8_span1,120,223,1.931805277
Z500,W8A8_span1,120,224,1.916369056
Z500,W8A8_span1,120,225,1.951465939
Z500,W8A8_span1,120,226,1.899958631
Z500,W8A8_span1,120,227,1.882700958
Z500,W8A8_span1,120,228,1.938980666
Z500,W8A8_span1,120,229,1.925911028
Z500,W8A8_span1,120,230,1.905901747
Z500,W8A8_span1,120,231,1.931369342
Z500,W8A8_span1,120,232,1.8969655
Z500,W8A8_span1,120,233,1.9461721
Z500,W8A8_span1,120,234,1.85896747
Z500,W8A8_span1,120,235,1.822813148
Z500,W8A8_span1,120,236,1.80017452
Z500,W8A8_span1,120,237,1.881386488
Z500,W8A8_span1,120,238,1.766415443
Z500,W8A8_span1,120,239,1.801466058
Z500,W8A8_span1,120,240,1.730033463
Z500,W8A8_span1,120,241,1.863176398
Z500,W8A8_span1,120,242,1.770103825
Z500,W8A8_span1,120,243,1.769779756
Z500,W8A8_span1,120,244,1.735202534
Z500,W8A8_span1,120,245,1.74884551
Z500,W8A8_span1,120,246,1.714089809
Z500,W8A8_span1,120,247,1.693637263
Z500,W8A8_span1,120,248,1.662916162
Z500,W8A8_span1,120,249,1.646238043
Z500,W8A8_span1,120,250,1.641572013
Z500,W8A8_span1,120,251,1.689807139
Z500,W8A8_span1,120,252,1.659029773
Z500,W8A8_span1,120,253,1.573973313
Z500,W8A8_span1,120,254,1.608254409
Z500,W8A8_span1,120,255,1.616996624
Z500,W8A8_span1,120,256,1.595266915
Z500,W8A8_span1,120,257,1.600333889
Z500,W8A8_span1,120,258,1.577873405
Z500,W8A8_span1,120,259,1.542515147
Z500,W8A8_span1,120,260,1.55030275
Z500,W8A8_span1,120,261,1.550545692
Z500,W8A8_span1,120,262,1.458028866
Z500,W8A8_span1,120,263,1.51821296
Z500,W8A8_span1,120,264,1.493713311
Z500,W8A8_span1,120,265,1.496892315
Z500,W8A8_span1,120,266,1.430255721
Z500,W8A8_span1,120,267,1.462231044
Z500,W8A8_span1,120,268,1.426993743
Z500,W8A8_span1,120,269,1.414632117
Z500,W8A8_span1,120,270,1.31463162
Z500,W8A8_span1,120,271,1.386123869
Z500,W8A8_span1,120,272,1.374323508
Z500,W8A8_span1,120,273,1.360883984
Z500,W8A8_span1,120,274,1.367243818
Z500,W8A8_span1,120,275,1.396644159
Z500,W8A8_span1,120,276,1.331298662
Z500,W8A8_span1,120,277,1.304191653
Z500,W8A8_span1,120,278,1.301138572
Z500,W8A8_span1,120,279,1.312821314
Z500,W8A8_span1,120,280,1.248500449
Z500,W8A8_span1,120,281,1.315122719
Z500,W8A8_span1,120,282,1.31307743
Z500,W8A8_span1,120,283,1.267113648
Z500,W8A8_span1,120,284,1.274877533
Z500,W8A8_span1,120,285,1.227111735
Z500,W8A8_span1,120,286,1.234120245
Z500,W8A8_span1,120,287,1.255655209
Z500,W8A8_span1,120,288,1.286043307
Z500,W8A8_span1,120,289,1.277636957
Z500,W8A8_span1,120,290,1.214011653
Z500,W8A8_span1,120,291,1.222629835
Z500,W8A8_span1,120,292,1.244701398
Z500,W8A8_span1,120,293,1.224478579
Z500,W8A8_span1,120,294,1.243536856
Z500,W8A8_span1,120,295,1.177030338
Z500,W8A8_span1,120,296,1.158254859
Z500,W8A8_span1,120,297,1.160739272
Z500,W8A8_span1,120,298,1.172834204
Z500,W8A8_span1,120,299,1.17309996
Z500,W8A8_span1,120,300,1.164551691
Z500,W8A8_span1,120,301,1.147635776
Z500,W8A8_span1,120,302,1.146807893
Z500,W8A8_span1,120,303,1.177709549
Z500,W8A8_span1,120,304,1.117480856
Z500,W8A8_span1,120,305,1.119279349
Z500,W8A8_span1,120,306,1.111853018
Z500,W8A8_span1,120,307,1.088835069
Z500,W8A8_span1,120,308,1.109371116
Z500,W8A8_span1,120,309,1.090787122
Z500,W8A8_span1,120,310,1.062684761
Z500,W8A8_span1,120,311,1.092861813
Z500,W8A8_span1,120,312,1.09420944
Z500,W8A8_span1,120,313,1.070185067
Z500,W8A8_span1,120,314,1.058730956
Z500,W8A8_span1,120,315,1.072420894
Z500,W8A8_span1,120,316,1.085975784
Z500,W8A8_span1,120,317,1.080658757
Z500,W8A8_span1,120,318,1.03336711
Z500,W8A8_span1,120,319,1.097616217
Z500,W8A8_span1,120,320,1.054043395
Z500,W8A8_span1,120,321,1.043969408
Z500,W8A8_span1,120,322,1.041768976
Z500,W8A8_span1,120,323,1.033107115
Z500,W8A8_span1,120,324,1.056743241
Z500,W8A8_span1,120,325,1.068126053
Z500,W8A8_span1,120,326,1.044472325
Z500,W8A8_span1,120,327,1.041058076
Z500,W8A8_span1,120,328,1.044524914
Z500,W8A8_span1,120,329,1.032279475
Z500,W8A8_span1,120,330,1.061110305
Z500,W8A8_span1,120,331,1.049456796
Z500,W8A8_span1,120,332,1.054670699
Z500,W8A8_span1,120,333,1.023446622
Z500,W8A8_span1,120,334,1.041306107
Z500,W8A8_span1,120,335,1.049351174
Z500,W8A8_span1,120,336,1.070926868
Z500,W8A8_span1,120,337,1.057280338
Z500,W8A8_span1,120,338,1.048515715
Z500,W8A8_span1,120,339,1.070967779
Z500,W8A8_span1,120,340,1.041472065
Z500,W8A8_span1,120,341,1.072177737
Z500,W8A8_span1,120,342,1.04875701
Z500,W8A8_span1,120,343,1.08111396
Z500,W8A8_span1,120,344,1.081093231
Z500,W8A8_span1,120,345,1.075326639
Z500,W8A8_span1,120,346,1.07811364
Z500,W8A8_span1,120,347,1.061823482
Z500,W8A8_span1,120,348,1.058663104
Z500,W8A8_span1,120,349,1.06550676
Z500,W8A8_span1,120,350,1.053099382
Z500,W8A8_span1,120,351,1.057952254
Z500,W8A8_span1,120,352,1.084977735
Z500,W8A8_span1,120,353,1.056694767
Z500,W8A8_span1,120,354,1.053728816
Z500,W8A8_span1,120,355,1.039858402
Z500,W8A8_span1,120,356,1.044661679
Z500,W8A8_span1,120,357,1.041136778
Z500,W8A8_span1,120,358,1.026229709
Z500,W8A8_span1,120,359,1.027425403
Z500,W8A8_span1,120,360,0.978557279
Z500,W8A8_span1,120,361,1.019900709
Z500,W8A8_span1,120,362,1.017086944
Z500,W8A8_span1,120,363,1.020458811
Z500,W8A8_span1,120,364,1.026860629
Z500,W8A8_span1,120,365,1.01113247
Z500,W8A8_span1,120,366,1.034175484
Z500,W8A8_span1,120,367,1.034973783
Z500,W8A8_span1,120,368,1.067468391
Z500,W8A8_span1,120,369,1.041307775
Z500,W8A8_span1,120,370,1.051744578
Z500,W8A8_span1,120,371,1.048375722
Z500,W8A8_span1,120,372,1.05450394
Z500,W8A8_span1,120,373,1.058315168
Z500,W8A8_span1,120,374,1.071654551
Z500,W8A8_span1,120,375,1.082846797
Z500,W8A8_span1,120,376,1.086896274
Z500,W8A8_span1,120,377,1.059637675
Z500,W8A8_span1,120,378,1.049097042
Z500,W8A8_span1,120,379,1.073298798
Z500,W8A8_span1,120,380,1.065801637
Z500,W8A8_span1,120,381,1.079270851
Z500,W8A8_span1,120,382,1.034611586
Z500,W8A8_span1,120,383,1.065882987
Z500,W8A8_span1,120,384,1.060585808
Z500,W8A8_span1,120,385,1.059996949
Z500,W8A8_span1,120,386,1.061895077
Z500,W8A8_span1,120,387,1.038584028
Z500,W8A8_span1,120,388,1.055425075
Z500,W8A8_span1,120,389,1.064224738
Z500,W8A8_span1,120,390,1.057582155
Z500,W8A8_span1,120,391,1.044434547
Z500,W8A8_span1,120,392,1.056304078
Z500,W8A8_span1,120,393,1.043396785
Z500,W8A8_span1,120,394,1.072349502
Z500,W8A8_span1,120,395,1.076483446
Z500,W8A8_span1,120,396,1.071634266
Z500,W8A8_span1,120,397,1.048362101
Z500,W8A8_span1,120,398,1.064362867
Z500,W8A8_span1,120,399,1.03461791
Z500,W8A8_span1,120,400,1.075209519
Z500,W8A8_span1,120,401,1.102174944
Z500,W8A8_span1,120,402,1.04802283
Z500,W8A8_span1,120,403,1.083410989
Z500,W8A8_span1,120,404,1.09815904
Z500,W8A8_span1,120,405,1.096962283
Z500,W8A8_span1,120,406,1.062896448
Z500,W8A8_span1,120,407,1.08146332
Z500,W8A8_span1,120,408,1.105671957
Z500,W8A8_span1,120,409,1.104355476
Z500,W8A8_span1,120,410,1.082584354
Z500,W8A8_span1,120,411,1.086883049
Z500,W8A8_span1,120,412,1.125958388
Z500,W8A8_span1,120,413,1.098955826
Z500,W8A8_span1,120,414,1.108152703
Z500,W8A8_span1,120,415,1.112165533
Z500,W8A8_span1,120,416,1.128681104
Z500,W8A8_span1,120,417,1.152053833
Z500,W8A8_span1,120,418,1.155677564
Z500,W8A8_span1,120,419,1.168376398
Z500,W8A8_span1,120,420,1.175835677
Z500,W8A8_span1,120,421,1.180675365
Z500,W8A8_span1,120,422,1.163737228
Z500,W8A8_span1,120,423,1.145332983
Z500,W8A8_span1,120,424,1.172507549
Z500,W8A8_span1,120,425,1.174376031
Z500,W8A8_span1,120,426,1.237500139
Z500,W8A8_span1,120,427,1.227756846
Z500,W8A8_span1,120,428,1.229754842
Z500,W8A8_span1,120,429,1.185233692
Z500,W8A8_span1,120,430,1.192533702
Z500,W8A8_span1,120,431,1.268940256
Z500,W8A8_span1,120,432,1.279702147
Z500,W8A8_span1,120,433,1.228831341
Z500,W8A8_span1,120,434,1.245173017
Z500,W8A8_span1,120,435,1.237330266
Z500,W8A8_span1,120,436,1.27322432
Z500,W8A8_span1,120,437,1.264250405
Z500,W8A8_span1,120,438,1.307923159
Z500,W8A8_span1,120,439,1.301044244
Z500,W8A8_span1,120,440,1.282850301
Z500,W8A8_span1,120,441,1.319423909
Z500,W8A8_span1,120,442,1.317905978
Z500,W8A8_span1,120,443,1.284686335
Z500,W8A8_span1,120,444,1.354195555
Z500,W8A8_span1,120,445,1.365816699
Z500,W8A8_span1,120,446,1.359603341
Z500,W8A8_span1,120,447,1.373642941
Z500,W8A8_span1,120,448,1.360746514
Z500,W8A8_span1,120,449,1.367904386
Z500,W8A8_span1,120,450,1.312939895
Z500,W8A8_span1,120,451,1.41131557
Z500,W8A8_span1,120,452,1.421976965
Z500,W8A8_span1,120,453,1.453272255
Z500,W8A8_span1,120,454,1.424816465
Z500,W8A8_span1,120,455,1.470985801
Z500,W8A8_span1,120,456,1.476750801
Z500,W8A8_span1,120,457,1.52134918
Z500,W8A8_span1,120,458,1.463706731
Z500,W8A8_span1,120,459,1.523313269
Z500,W8A8_span1,120,460,1.515719235
Z500,W8A8_span1,120,461,1.533041245
Z500,W8A8_span1,120,462,1.549432543
Z500,W8A8_span1,120,463,1.563859529
Z500,W8A8_span1,120,464,1.588918213
Z500,W8A8_span1,120,465,1.597088517
Z500,W8A8_span1,120,466,1.55385948
Z500,W8A8_span1,120,467,1.57023439
Z500,W8A8_span1,120,468,1.599102235
Z500,W8A8_span1,120,469,1.638002846
Z500,W8A8_span1,120,470,1.577597012
Z500,W8A8_span1,120,471,1.641271779
Z500,W8A8_span1,120,472,1.63662038
Z500,W8A8_span1,120,473,1.643372895
Z500,W8A8_span1,120,474,1.625582396
Z500,W8A8_span1,120,475,1.699629303
Z500,W8A8_span1,120,476,1.688567745
Z500,W8A8_span1,120,477,1.720934686
Z500,W8A8_span1,120,478,1.749147996
Z500,W8A8_span1,120,479,1.804262486
Z500,W8A8_span1,120,480,1.716276723
Z500,W8A8_span1,120,481,1.756287657
Z500,W8A8_span1,120,482,1.729788974
Z500,W8A8_span1,120,483,1.851842207
Z500,W8A8_span1,120,484,1.749122922
Z500,W8A8_span1,120,485,1.782115316
Z500,W8A8_span1,120,486,1.821390251
Z500,W8A8_span1,120,487,1.880344013
Z500,W8A8_span1,120,488,1.857953153
Z500,W8A8_span1,120,489,1.908418552
Z500,W8A8_span1,120,490,1.885614797
Z500,W8A8_span1,120,491,1.946661989
Z500,W8A8_span1,120,492,1.943566672
Z500,W8A8_span1,120,493,1.876032445
Z500,W8A8_span1,120,494,1.888140118
Z500,W8A8_span1,120,495,1.905395543
Z500,W8A8_span1,120,496,1.952503698
Z500,W8A8_span1,120,497,1.950918243
Z500,W8A8_span1,120,498,1.889185364
Z500,W8A8_span1,120,499,1.948330626
Z500,W8A8_span1,120,500,1.899699219
Z500,W8A8_span1,120,501,1.89980157
Z500,W8A8_span1,120,502,1.752492531
Z500,W8A8_span1,120,503,1.975627003
Z500,W8A8_span1,120,504,1.891414555
Z500,W8A8_span1,120,505,1.882159078
Z500,W8A8_span1,120,506,1.877807765
Z500,W8A8_span1,120,507,1.867620691
Z500,W8A8_span1,120,508,1.675225655
Z500,W8A8_span1,120,509,1.832496691
Z500,W8A8_span1,120,510,1.648234798
Z500,W8A8_span1,120,511,1.891753387
Z500,W8A8_span1,120,512,1.976310651
Z500,W8A8_span1,120,513,1.914551507
Z500,W8A8_span1,120,514,1.983253241
Z500,W8A8_span1,120,515,1.879782903
Z500,W8A8_span1,120,516,1.841332887
Z500,W8A8_span1,120,517,1.882558858
Z500,W8A8_span1,120,518,1.911671958
Z500,W8A8_span1,120,519,2.003038448
Z500,W8A8_span1,120,520,1.937281387
Z500,W8A8_span1,120,521,1.917540455
Z500,W8A8_span1,120,522,1.935897687
Z500,W8A8_span1,120,523,1.922742583
Z500,W8A8_span1,120,524,1.988947249
Z500,W8A8_span1,120,525,1.911956607
Z500,W8A8_span1,120,526,1.937835317
Z500,W8A8_span1,120,527,1.840231771
Z500,W8A8_span1,120,528,1.934796224
Z500,W8A8_span1,120,529,1.966978438
Z500,W8A8_span1,120,530,1.855379271
Z500,W8A8_span1,120,531,1.747886771
Z500,W8A8_span1,120,532,1.727553275
Z500,W8A8_span1,120,533,1.783611595
Z500,W8A8_span1,120,534,1.78790544
Z500,W8A8_span1,120,535,1.865700673
Z500,W8A8_span1,120,536,1.872978699
Z500,W8A8_span1,120,537,1.808061052
Z500,W8A8_span1,120,538,1.680007875
Z500,W8A8_span1,120,539,1.730811928
Z500,W8A8_span1,120,540,1.101872749
Z500,W8A8_span1,120,541,1.734025652
Z500,W8A8_span1,120,542,1.682252116
Z500,W8A8_span1,120,543,1.808785407
Z500,W8A8_span1,120,544,1.868577488
Z500,W8A8_span1,120,545,1.865107658
